## Mon Oct 10 06:54:44 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ebxwf5mt --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ebxwf5mt --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_ebxwf5mt/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_123185801.1	1235794.C811_00937	4.34e-93	279.0	COG0325@1|root,COG0325@2|Bacteria,2GMRJ@201174|Actinobacteria,4CVES@84998|Coriobacteriia	84998|Coriobacteriia	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	-	-	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N
WP_123185802.1	1384484.AEQU_1415	3.14e-48	167.0	COG1799@1|root,COG1799@2|Bacteria,2HTMM@201174|Actinobacteria,4CW4B@84998|Coriobacteriia	84998|Coriobacteriia	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA	sepF	-	-	ko:K09772	-	-	-	-	ko00000,ko03036	-	-	-	SepF
WP_123185803.1	1384484.AEQU_1414	2.87e-34	119.0	COG0762@1|root,COG0762@2|Bacteria,2HTUN@201174|Actinobacteria,4CWAH@84998|Coriobacteriia	84998|Coriobacteriia	S	YGGT family	-	-	-	ko:K02221	-	-	-	-	ko00000,ko02044	-	-	-	YGGT
WP_123185804.1	1384484.AEQU_1413	1.54e-79	248.0	COG3599@1|root,COG3599@2|Bacteria,2HUP3@201174|Actinobacteria,4CV9A@84998|Coriobacteriia	84998|Coriobacteriia	D	DivIVA domain protein	-	-	-	ko:K04074	-	-	-	-	ko00000,ko03036	-	-	-	DivIVA
WP_123185809.1	502558.EGYY_09710	9.17e-75	231.0	COG1564@1|root,COG1564@2|Bacteria,2HQZZ@201174|Actinobacteria,4CVXW@84998|Coriobacteriia	84998|Coriobacteriia	H	Thiamin pyrophosphokinase, vitamin B1 binding domain	-	-	2.7.6.2	ko:K00949	ko00730,ko01100,map00730,map01100	-	R00619	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	TPK_B1_binding,TPK_catalytic
WP_123185811.1	1384484.AEQU_1858	3.1e-131	375.0	COG1136@1|root,COG1136@2|Bacteria,2GJN6@201174|Actinobacteria,4CV5C@84998|Coriobacteriia	84998|Coriobacteriia	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_123185812.1	1384484.AEQU_1859	2.94e-136	397.0	COG0642@1|root,COG2205@2|Bacteria,2I3JI@201174|Actinobacteria,4CV33@84998|Coriobacteriia	84998|Coriobacteriia	T	histidine kinase DNA gyrase B	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA
WP_123185813.1	1121866.AUGK01000010_gene395	1.96e-109	320.0	COG0745@1|root,COG0745@2|Bacteria,2GKFS@201174|Actinobacteria,4CVJF@84998|Coriobacteriia	84998|Coriobacteriia	K	response regulator receiver	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
WP_123185815.1	1384484.AEQU_0550	1.34e-75	233.0	COG1145@1|root,COG1245@1|root,COG1145@2|Bacteria,COG1245@2|Bacteria	2|Bacteria	C	4Fe-4S binding domain	napG	-	1.12.98.1	ko:K00441,ko:K02573,ko:K02574,ko:K03616	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	R03025	RC02628	ko00000,ko00001,ko01000	-	-	-	FeS,Fer4,Fer4_4,Fer4_5,Fer4_7
WP_123185833.1	502558.EGYY_18970	3.33e-254	701.0	COG2235@1|root,COG2235@2|Bacteria,2GJTR@201174|Actinobacteria,4CUZS@84998|Coriobacteriia	84998|Coriobacteriia	E	Arginine deiminase	arcA	-	3.5.3.6	ko:K01478	ko00220,ko01100,ko01110,ko01130,map00220,map01100,map01110,map01130	-	R00552	RC00177	ko00000,ko00001,ko01000	-	-	-	Amidinotransf
WP_123185835.1	479437.Elen_1950	1.17e-29	107.0	COG0625@1|root,COG0625@2|Bacteria,2I6R9@201174|Actinobacteria,4CYM4@84998|Coriobacteriia	84998|Coriobacteriia	O	Glutathione S-transferase, N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	GST_N_3
WP_123185866.1	479437.Elen_0222	1.73e-185	525.0	COG1453@1|root,COG1453@2|Bacteria,2HUKJ@201174|Actinobacteria,4CV19@84998|Coriobacteriia	84998|Coriobacteriia	C	4Fe-4S dicluster domain	-	-	-	ko:K07079	-	-	-	-	ko00000	-	-	-	Aldo_ket_red,Fer4_17,Fer4_9
WP_123185868.1	1121866.AUGK01000015_gene2015	2.16e-137	399.0	COG1716@1|root,COG1716@2|Bacteria,2HUVN@201174|Actinobacteria,4CVT5@84998|Coriobacteriia	84998|Coriobacteriia	T	FHA domain	-	-	-	-	-	-	-	-	-	-	-	-	FHA
WP_123185871.1	1384484.AEQU_1085	2.53e-98	292.0	COG0655@1|root,COG0655@2|Bacteria,2IBBF@201174|Actinobacteria,4CVS8@84998|Coriobacteriia	84998|Coriobacteriia	S	NADPH-dependent FMN reductase	-	-	-	-	-	-	-	-	-	-	-	-	FMN_red
WP_123185876.1	1235794.C811_00104	9.88e-255	702.0	COG0539@1|root,COG0539@2|Bacteria,2GJAK@201174|Actinobacteria,4CV59@84998|Coriobacteriia	84998|Coriobacteriia	J	Ribosomal protein S1	rpsA	-	-	ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	S1
WP_123185884.1	1384484.AEQU_0918	2.97e-39	133.0	28QB2@1|root,2ZCTN@2|Bacteria,2HVBE@201174|Actinobacteria,4CWM7@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_123185886.1	1034345.CAEM01000010_gene1289	1.28e-302	870.0	COG0243@1|root,COG0243@2|Bacteria,2GNYQ@201174|Actinobacteria,4CV0Y@84998|Coriobacteriia	84998|Coriobacteriia	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	-	-	-	-	-	-	-	-	-	-	-	-	Molybdop_Fe4S4,Molybdopterin,Molydop_binding
WP_123185899.1	1121866.AUGK01000018_gene799	0.0	1157.0	COG3968@1|root,COG3968@2|Bacteria,2GMA9@201174|Actinobacteria,4CUXX@84998|Coriobacteriia	84998|Coriobacteriia	S	Glutamate--ammonia ligase, catalytic domain protein	glnA	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	GSIII_N,Gln-synt_C
WP_123185900.1	1384484.AEQU_1957	2.77e-125	358.0	COG0437@1|root,COG0437@2|Bacteria,2I2DV@201174|Actinobacteria,4CVCD@84998|Coriobacteriia	201174|Actinobacteria	C	4Fe-4S dicluster domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_11,Fer4_7,NrfD
WP_123185910.1	742722.HMPREF9463_01031	4.52e-55	186.0	COG1521@1|root,COG1521@2|Bacteria,2GMRQ@201174|Actinobacteria,4CVMI@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis	-	-	2.7.1.33	ko:K03525	ko00770,ko01100,map00770,map01100	M00120	R02971,R03018,R04391	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Pan_kinase
WP_123185915.1	1034345.CAEM01000009_gene1281	1.66e-72	219.0	COG0103@1|root,COG0103@2|Bacteria,2GNDY@201174|Actinobacteria,4CVU3@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the universal ribosomal protein uS9 family	rpsI	-	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
WP_123185916.1	1384484.AEQU_1934	3.65e-94	275.0	COG0102@1|root,COG0102@2|Bacteria,2IFG1@201174|Actinobacteria,4CVR4@84998|Coriobacteriia	84998|Coriobacteriia	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	rplM	-	-	ko:K02871	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L13
WP_123185924.1	1235794.C811_00019	7.12e-54	170.0	COG4466@1|root,COG4466@2|Bacteria,2HV30@201174|Actinobacteria,4CW7T@84998|Coriobacteriia	84998|Coriobacteriia	S	Biofilm formation stimulator VEG	-	-	-	-	-	-	-	-	-	-	-	-	VEG
WP_123185934.1	1235794.C811_01209	3.51e-76	229.0	COG0242@1|root,COG0242@2|Bacteria,2HV1F@201174|Actinobacteria,4CW58@84998|Coriobacteriia	84998|Coriobacteriia	J	peptide deformylase	-	-	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
WP_123185935.1	502558.EGYY_19920	4.89e-51	166.0	COG0261@1|root,COG0261@2|Bacteria,2IQ9A@201174|Actinobacteria,4CW6C@84998|Coriobacteriia	84998|Coriobacteriia	J	This protein binds to 23S rRNA in the presence of protein L20	rplU	-	-	ko:K02888	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L21p
WP_123185936.1	1384484.AEQU_1303	8.46e-47	150.0	COG0211@1|root,COG0211@2|Bacteria,2IQDI@201174|Actinobacteria,4CW85@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the bacterial ribosomal protein bL27 family	rpmA	-	-	ko:K02899	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27
WP_123185938.1	1384484.AEQU_1300	2.77e-207	580.0	COG0263@1|root,COG0263@2|Bacteria,2GM8U@201174|Actinobacteria,4CV2Z@84998|Coriobacteriia	84998|Coriobacteriia	E	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate	proB	-	2.7.2.11	ko:K00931	ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230	M00015	R00239	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,PUA
WP_123185941.1	292415.Tbd_1500	1.87e-254	726.0	COG3808@1|root,COG3808@2|Bacteria,1MUQ3@1224|Proteobacteria,2VI3K@28216|Betaproteobacteria,1KSG5@119069|Hydrogenophilales	119069|Hydrogenophilales	C	Inorganic H+ pyrophosphatase	-	-	3.6.1.1	ko:K15987	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	3.A.10.1	-	-	H_PPase
WP_123185944.1	502558.EGYY_19770	3.46e-184	521.0	COG1186@1|root,COG1186@2|Bacteria,2GJ0F@201174|Actinobacteria,4CUA5@84998|Coriobacteriia	84998|Coriobacteriia	J	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA	prfB	-	-	ko:K02836	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
WP_123185952.1	502558.EGYY_10600	9.34e-133	379.0	COG1351@1|root,COG1351@2|Bacteria,2HCNJ@201174|Actinobacteria,4CV8N@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor, and NADPH and FADH(2) as the reductant	thyX	-	2.1.1.148	ko:K03465	ko00240,ko00670,ko01100,map00240,map00670,map01100	-	R06613	RC00022,RC00332	ko00000,ko00001,ko01000	-	-	-	Thy1
WP_123185953.1	1235794.C811_00197	2.68e-54	172.0	COG2198@1|root,COG2198@2|Bacteria,2HV9K@201174|Actinobacteria,4CWIM@84998|Coriobacteriia	84998|Coriobacteriia	T	Histidine Phosphotransfer domain	-	-	-	-	-	-	-	-	-	-	-	-	Hpt
WP_123185971.1	479437.Elen_1238	1.65e-33	120.0	COG3862@1|root,COG3862@2|Bacteria,2HVDT@201174|Actinobacteria,4CWQC@84998|Coriobacteriia	84998|Coriobacteriia	S	Protein of unknown function (DUF1667)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1667
WP_123186008.1	1384484.AEQU_0506	1.19e-162	472.0	COG3550@1|root,COG3550@2|Bacteria,2IH51@201174|Actinobacteria,4CUX2@84998|Coriobacteriia	84998|Coriobacteriia	S	Pfam:HipA_N	-	-	2.7.11.1	ko:K07154	-	-	-	-	ko00000,ko01000,ko01001,ko02048	-	-	-	Couple_hipA,HipA_C
WP_123186012.1	1485543.JMME01000012_gene52	3.23e-28	106.0	COG2361@1|root,COG2361@2|Bacteria,1VE8H@1239|Firmicutes	1239|Firmicutes	S	Protein of unknown function DUF86	-	-	-	-	-	-	-	-	-	-	-	-	DUF86
WP_123186017.1	1235794.C811_01615	3.2e-25	95.1	2C4CX@1|root,32G2H@2|Bacteria,2HVBH@201174|Actinobacteria,4CWMB@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_123186027.1	471855.Shel_02090	1.23e-41	142.0	COG1725@1|root,COG1725@2|Bacteria,2IQY4@201174|Actinobacteria,4CW5P@84998|Coriobacteriia	84998|Coriobacteriia	K	helix_turn_helix gluconate operon transcriptional repressor	-	-	-	ko:K07979	-	-	-	-	ko00000,ko03000	-	-	-	GntR
WP_123186028.1	479437.Elen_2406	4.63e-111	333.0	COG0330@1|root,COG0330@2|Bacteria,2GKFP@201174|Actinobacteria,4CUF8@84998|Coriobacteriia	84998|Coriobacteriia	O	prohibitin homologues	-	-	-	-	-	-	-	-	-	-	-	-	Band_7
WP_123186030.1	479437.Elen_2374	1.31e-220	649.0	COG0243@1|root,COG0243@2|Bacteria,2GNYQ@201174|Actinobacteria,4CV7J@84998|Coriobacteriia	84998|Coriobacteriia	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	-	-	-	ko:K00183	-	-	-	-	ko00000	5.A.3	-	-	Molybdopterin,Molydop_binding
WP_123186031.1	1235794.C811_01129	3.6e-122	351.0	COG0437@1|root,COG0437@2|Bacteria,2H0W0@201174|Actinobacteria,4CVMR@84998|Coriobacteriia	84998|Coriobacteriia	C	4Fe-4S dicluster domain	-	-	-	ko:K00184	-	-	-	-	ko00000	5.A.3	-	-	Fer4_11
WP_123186034.1	479437.Elen_0498	4.23e-123	354.0	COG0437@1|root,COG0437@2|Bacteria,2I2DV@201174|Actinobacteria,4CUF0@84998|Coriobacteriia	201174|Actinobacteria	C	PFAM 4Fe-4S ferredoxin iron-sulfur binding domain protein	-	-	-	ko:K00184	-	-	-	-	ko00000	5.A.3	-	-	Fer4_11,Fer4_3,Fer4_7,NrfD
WP_123186043.1	1384484.AEQU_0315	3.86e-147	419.0	COG1526@1|root,COG1526@2|Bacteria,2GKWC@201174|Actinobacteria,4CVPN@84998|Coriobacteriia	84998|Coriobacteriia	C	Required for formate dehydrogenase (FDH) activity	-	-	-	ko:K02379	-	-	-	-	ko00000	-	-	-	FdhD-NarQ
WP_123186045.1	1384484.AEQU_0312	1.74e-85	257.0	2DM97@1|root,327XJ@2|Bacteria,2HVBS@201174|Actinobacteria,4CWMK@84998|Coriobacteriia	84998|Coriobacteriia	S	Formate hydrogenlyase maturation protein HycH	-	-	-	-	-	-	-	-	-	-	-	-	HycH
WP_123186047.1	1384484.AEQU_0310	8.9e-90	266.0	COG1143@1|root,COG1143@2|Bacteria,2GJNU@201174|Actinobacteria,4CW59@84998|Coriobacteriia	84998|Coriobacteriia	C	4Fe-4S dicluster domain	-	-	-	ko:K12143	-	-	-	-	ko00000	-	-	-	Fer4,Fer4_7
WP_123186053.1	1235794.C811_02294	1.07e-130	372.0	COG1142@1|root,COG1142@2|Bacteria,2HTAB@201174|Actinobacteria,4CVU9@84998|Coriobacteriia	84998|Coriobacteriia	C	4Fe-4S binding domain	-	-	-	ko:K12136	-	-	-	-	ko00000,ko01000	-	-	-	Fer4,Fer4_3,Fer4_6
WP_123186056.1	1384484.AEQU_1491	4.28e-23	95.1	COG2041@1|root,COG2041@2|Bacteria,2HV4Y@201174|Actinobacteria,4CWBH@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM oxidoreductase molybdopterin binding	-	-	-	-	-	-	-	-	-	-	-	-	Oxidored_molyb
WP_123186067.1	471855.Shel_16800	2.11e-86	271.0	COG3301@1|root,COG3301@2|Bacteria	2|Bacteria	P	Polysulphide reductase, NrfD	-	-	-	-	-	-	-	-	-	-	-	-	NrfD,NrfD_2
WP_123186070.1	593750.Metfor_1859	3.58e-12	73.6	COG4978@1|root,arCOG03200@2157|Archaea,2XYDM@28890|Euryarchaeota	28890|Euryarchaeota	K	transcription activator, effector binding	-	-	-	-	-	-	-	-	-	-	-	-	GyrI-like,MerR_1
WP_123186073.1	1384484.AEQU_0032	1.8e-250	697.0	COG0531@1|root,COG0531@2|Bacteria,2GNUF@201174|Actinobacteria,4CV34@84998|Coriobacteriia	84998|Coriobacteriia	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
WP_123186079.1	479437.Elen_0237	3.06e-107	319.0	COG0834@1|root,COG0834@2|Bacteria,2GJQW@201174|Actinobacteria,4CVTJ@84998|Coriobacteriia	84998|Coriobacteriia	ET	PFAM extracellular solute-binding protein family 3	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
WP_123186081.1	1235794.C811_02292	8.02e-130	368.0	COG1142@1|root,COG1142@2|Bacteria,2I6GX@201174|Actinobacteria,4CVW6@84998|Coriobacteriia	84998|Coriobacteriia	C	4Fe-4S binding domain	-	-	-	ko:K05796	-	-	-	-	ko00000	-	-	-	Fer4_11,Fer4_3,Fer4_4,Fer4_9
WP_123186085.1	1235794.C811_01877	9.29e-71	215.0	COG1716@1|root,COG1716@2|Bacteria,2HUX0@201174|Actinobacteria,4CVX4@84998|Coriobacteriia	84998|Coriobacteriia	T	FHA domain	-	-	-	-	-	-	-	-	-	-	-	-	FHA
WP_123186086.1	1235794.C811_01878	4.77e-113	334.0	COG1716@1|root,COG1716@2|Bacteria,2HUFE@201174|Actinobacteria,4CUEU@84998|Coriobacteriia	84998|Coriobacteriia	T	FHA domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF3662,FHA,Yop-YscD_cpl
WP_123186089.1	1384484.AEQU_2213	2.25e-73	231.0	COG4720@1|root,COG4720@2|Bacteria,2HV2W@201174|Actinobacteria,4CW7F@84998|Coriobacteriia	84998|Coriobacteriia	S	ECF-type riboflavin transporter, S component	-	-	-	ko:K16927	-	M00582	-	-	ko00000,ko00002,ko02000	3.A.1.32	-	-	ECF-ribofla_trS,ECF_trnsprt
WP_123186090.1	1384484.AEQU_2215	1.01e-56	191.0	COG0619@1|root,COG0619@2|Bacteria,2IIUE@201174|Actinobacteria,4CVW9@84998|Coriobacteriia	84998|Coriobacteriia	P	Transmembrane (T) component of an energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	-	-	-	ko:K16785	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	-
WP_123186091.1	1121866.AUGK01000011_gene514	7.77e-107	320.0	COG0330@1|root,COG0330@2|Bacteria,2GJ1U@201174|Actinobacteria,4CUC7@84998|Coriobacteriia	84998|Coriobacteriia	O	SPFH Band 7 PHB domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Band_7
WP_123186097.1	1121866.AUGK01000003_gene1288	4.01e-167	469.0	COG0708@1|root,COG0708@2|Bacteria,2GKIS@201174|Actinobacteria,4CUDS@84998|Coriobacteriia	84998|Coriobacteriia	L	exodeoxyribonuclease III	xth	-	3.1.11.2	ko:K01142	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exo_endo_phos
WP_123186098.1	1384484.AEQU_1994	2.07e-136	393.0	COG0648@1|root,COG0648@2|Bacteria,2GJJQ@201174|Actinobacteria,4CWXF@84998|Coriobacteriia	84998|Coriobacteriia	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	-	-	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
WP_123186102.1	479437.Elen_0122	1.9e-39	132.0	COG3830@1|root,COG3830@2|Bacteria,2I69V@201174|Actinobacteria,4CW94@84998|Coriobacteriia	84998|Coriobacteriia	T	Belongs to the UPF0237 family	-	-	-	ko:K07166	-	-	-	-	ko00000	-	-	-	ACT_6
WP_123186106.1	1235794.C811_01903	3.98e-283	795.0	COG0477@1|root,COG0517@1|root,COG0517@2|Bacteria,COG2814@2|Bacteria,2GIZX@201174|Actinobacteria,4CUAI@84998|Coriobacteriia	84998|Coriobacteriia	P	Major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	CBS,MFS_1
WP_123186109.1	742818.HMPREF9451_00333	3.17e-24	95.1	COG2983@1|root,COG2983@2|Bacteria	2|Bacteria	S	Putative zinc- or iron-chelating domain	ycgN	-	-	ko:K09160	-	-	-	-	ko00000	-	-	-	CxxCxxCC
WP_123186110.1	1121866.AUGK01000011_gene530	3.97e-75	225.0	COG0537@1|root,COG0537@2|Bacteria,2HG9A@201174|Actinobacteria,4CVZ1@84998|Coriobacteriia	84998|Coriobacteriia	FG	Scavenger mRNA decapping enzyme C-term binding	-	-	-	ko:K02503	-	-	-	-	ko00000,ko04147	-	-	-	HIT
WP_123186117.1	471855.Shel_22270	2.73e-84	257.0	COG3381@1|root,COG3381@2|Bacteria,2HTDH@201174|Actinobacteria,4CVWC@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM cytoplasmic chaperone TorD	-	-	-	-	-	-	-	-	-	-	-	-	Nitrate_red_del
WP_123186118.1	1384484.AEQU_1595	1.29e-34	124.0	29IWK@1|root,32QMY@2|Bacteria,2HVZV@201174|Actinobacteria,4CXT7@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_123186120.1	479437.Elen_2384	5.11e-125	358.0	COG0437@1|root,COG0437@2|Bacteria,2H0W0@201174|Actinobacteria,4CVMR@84998|Coriobacteriia	84998|Coriobacteriia	C	4Fe-4S dicluster domain	-	-	-	ko:K00184	-	-	-	-	ko00000	5.A.3	-	-	Fer4_11
WP_123186122.1	1384484.AEQU_0518	7.32e-59	185.0	COG1725@1|root,COG1725@2|Bacteria,2HRPU@201174|Actinobacteria,4CVTU@84998|Coriobacteriia	84998|Coriobacteriia	K	helix_turn_helix gluconate operon transcriptional repressor	-	-	-	ko:K07979	-	-	-	-	ko00000,ko03000	-	-	-	GntR
WP_123186123.1	479437.Elen_2388	8.56e-159	453.0	COG0330@1|root,COG0330@2|Bacteria,2GKFP@201174|Actinobacteria,4CUTJ@84998|Coriobacteriia	84998|Coriobacteriia	O	prohibitin homologues	-	-	-	-	-	-	-	-	-	-	-	-	Band_7
WP_123186129.1	1123075.AUDP01000004_gene814	1.88e-156	452.0	COG3287@1|root,COG3287@2|Bacteria,1UUKK@1239|Firmicutes,258KY@186801|Clostridia,3WQYZ@541000|Ruminococcaceae	186801|Clostridia	S	FIST_C	-	-	-	-	-	-	-	-	-	-	-	-	FIST,FIST_C
WP_123186133.1	742818.HMPREF9451_00154	0.0	970.0	COG0243@1|root,COG0243@2|Bacteria,2GJCK@201174|Actinobacteria,4CVFG@84998|Coriobacteriia	84998|Coriobacteriia	C	Anaerobic dimethyl sulfoxide reductase, A subunit, DmsA YnfE family	-	-	1.97.1.9	ko:K07309,ko:K07310	ko00450,map00450	-	R07229	RC02420	ko00000,ko00001,ko01000,ko02000	5.A.3.3	-	-	Molybdop_Fe4S4,Molybdopterin,Molydop_binding
WP_123186134.1	469378.Ccur_00500	3.62e-87	262.0	COG0437@1|root,COG0437@2|Bacteria,2I2DV@201174|Actinobacteria,4CVMC@84998|Coriobacteriia	84998|Coriobacteriia	C	4Fe-4S dicluster domain	-	-	-	ko:K07307	ko00920,map00920	-	R09501	RC02555	ko00000,ko00001,ko02000	5.A.3.3	-	-	Fer4_11,Fer4_4
WP_123186136.1	1235794.C811_01648	1.2e-32	118.0	2A0FT@1|root,30NJM@2|Bacteria,2HV4E@201174|Actinobacteria,4CWA8@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_123186153.1	1235794.C811_02071	4.55e-35	121.0	COG0298@1|root,COG0298@2|Bacteria,2HVAI@201174|Actinobacteria,4CWJR@84998|Coriobacteriia	84998|Coriobacteriia	O	hydrogenase assembly chaperone HypC HupF	-	-	-	ko:K04653	-	-	-	-	ko00000	-	-	-	HupF_HypC
WP_123186154.1	1235794.C811_01192	0.0	966.0	COG1001@1|root,COG1001@2|Bacteria,2GNKZ@201174|Actinobacteria,4CVBQ@84998|Coriobacteriia	84998|Coriobacteriia	F	Belongs to the metallo-dependent hydrolases superfamily. Adenine deaminase family	ade	-	3.5.4.2	ko:K01486	ko00230,ko01100,map00230,map01100	-	R01244	RC00477	ko00000,ko00001,ko01000	-	-	-	Adenine_deam_C,Amidohydro_1
WP_123186158.1	1384484.AEQU_0114	1.97e-149	422.0	COG3279@1|root,COG3279@2|Bacteria,2IPFZ@201174|Actinobacteria,4CYIJ@84998|Coriobacteriia	84998|Coriobacteriia	K	response regulator receiver	-	-	-	ko:K07705	ko02020,map02020	M00492	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	LytTR,Response_reg
WP_123186160.1	1384484.AEQU_0852	3.31e-59	184.0	COG0393@1|root,COG0393@2|Bacteria,2IQNY@201174|Actinobacteria,4CW21@84998|Coriobacteriia	84998|Coriobacteriia	S	Belongs to the UPF0145 family	-	-	-	-	-	-	-	-	-	-	-	-	YbjQ_1
WP_123186163.1	1232436.CAPF01000050_gene1705	7.65e-149	429.0	COG2423@1|root,COG2423@2|Bacteria,2GJ0U@201174|Actinobacteria,4CUCJ@84998|Coriobacteriia	84998|Coriobacteriia	E	Ornithine cyclodeaminase/mu-crystallin family	-	-	4.3.1.12	ko:K01750	ko00330,ko01110,ko01130,ko01230,map00330,map01110,map01130,map01230	-	R00671	RC00354	ko00000,ko00001,ko01000	-	-	-	OCD_Mu_crystall
WP_123186165.1	479437.Elen_0971	1.71e-10	69.3	COG2197@1|root,COG2197@2|Bacteria	2|Bacteria	K	response regulator	-	-	-	-	-	-	-	-	-	-	-	-	Autoind_bind,GerE
