Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000005	collinsella_aerofaciens	n14	1.0	Terminal	collinsella_aerofaciens_WP_117773004.1	collinsella_aerofaciens_WP_124785713.1, collinsella_aerofaciens_WP_124785914.1
OG0000005	collinsella_aerofaciens	n15	1.0	Terminal	collinsella_aerofaciens_WP_124785713.1	collinsella_aerofaciens_WP_124785914.1
OG0000006	N2	n0	1.0	Non-Terminal	collinsella_provencensis_WP_102338098.1, collinsella_provencensis_WP_102338217.1, collinsella_intestinalis_WP_152062911.1, collinsella_aerofaciens_WP_118066177.1, collinsella_aerofaciens_WP_117563729.1	collinsella_intestinalis_WP_152062917.1, collinsella_provencensis_WP_102337674.1, collinsella_aerofaciens_WP_124785819.1, collinsella_aerofaciens_WP_117776443.1, collinsella_aerofaciens_WP_118258625.1, collinsella_provencensis_WP_102337679.1, collinsella_aerofaciens_WP_089573620.1, collinsella_aerofaciens_WP_124786370.1, collinsella_aerofaciens_WP_117799801.1, collinsella_provencensis_WP_102337821.1, collinsella_provencensis_WP_234346182.1
OG0000006	collinsella_provencensis	n2	1.0	Terminal	collinsella_provencensis_WP_102338098.1	collinsella_provencensis_WP_102338217.1
OG0000006	collinsella_aerofaciens	n4	1.0	Terminal	collinsella_aerofaciens_WP_118066177.1	collinsella_aerofaciens_WP_117563729.1
OG0000006	N2	n5	0.666666666667	Non-Terminal	collinsella_intestinalis_WP_152062917.1, collinsella_provencensis_WP_102337674.1, collinsella_aerofaciens_WP_124785819.1, collinsella_aerofaciens_WP_117776443.1, collinsella_aerofaciens_WP_118258625.1	collinsella_provencensis_WP_102337679.1, collinsella_aerofaciens_WP_089573620.1, collinsella_aerofaciens_WP_124786370.1, collinsella_aerofaciens_WP_117799801.1, collinsella_provencensis_WP_102337821.1, collinsella_provencensis_WP_234346182.1
OG0000006	collinsella_aerofaciens	n8	1.0	Terminal	collinsella_aerofaciens_WP_124785819.1, collinsella_aerofaciens_WP_117776443.1	collinsella_aerofaciens_WP_118258625.1
OG0000006	collinsella_aerofaciens	n9	1.0	Terminal	collinsella_aerofaciens_WP_124785819.1	collinsella_aerofaciens_WP_117776443.1
OG0000006	N2	n10	0.333333333333	Non-Terminal	collinsella_provencensis_WP_102337679.1	collinsella_aerofaciens_WP_089573620.1, collinsella_aerofaciens_WP_124786370.1, collinsella_aerofaciens_WP_117799801.1, collinsella_provencensis_WP_102337821.1, collinsella_provencensis_WP_234346182.1
OG0000006	collinsella_aerofaciens	n12	1.0	Terminal	collinsella_aerofaciens_WP_089573620.1, collinsella_aerofaciens_WP_124786370.1	collinsella_aerofaciens_WP_117799801.1
OG0000006	collinsella_aerofaciens	n13	1.0	Terminal	collinsella_aerofaciens_WP_089573620.1	collinsella_aerofaciens_WP_124786370.1
OG0000006	collinsella_provencensis	n14	1.0	Terminal	collinsella_provencensis_WP_102337821.1	collinsella_provencensis_WP_234346182.1
OG0000007	N2	n0	0.666666666667	Non-Terminal	collinsella_provencensis_WP_102337675.1, collinsella_aerofaciens_WP_124786573.1	collinsella_provencensis_WP_102337670.1, collinsella_aerofaciens_WP_124785815.1, collinsella_provencensis_WP_102338221.1, collinsella_provencensis_WP_234346271.1, collinsella_provencensis_WP_102337823.1, collinsella_aerofaciens_WP_117862213.1, collinsella_aerofaciens_WP_124786001.1, collinsella_provencensis_WP_159060083.1, collinsella_provencensis_WP_102338167.1, collinsella_provencensis_WP_102338021.1, collinsella_aerofaciens_WP_117839968.1, collinsella_provencensis_WP_102338241.1, collinsella_aerofaciens_WP_192924133.1, collinsella_intestinalis_WP_226803188.1
OG0000007	N2	n2	0.333333333333	Non-Terminal	collinsella_provencensis_WP_102337670.1	collinsella_aerofaciens_WP_124785815.1, collinsella_provencensis_WP_102338221.1, collinsella_provencensis_WP_234346271.1, collinsella_provencensis_WP_102337823.1, collinsella_aerofaciens_WP_117862213.1, collinsella_aerofaciens_WP_124786001.1, collinsella_provencensis_WP_159060083.1, collinsella_provencensis_WP_102338167.1, collinsella_provencensis_WP_102338021.1, collinsella_aerofaciens_WP_117839968.1, collinsella_provencensis_WP_102338241.1, collinsella_aerofaciens_WP_192924133.1, collinsella_intestinalis_WP_226803188.1
OG0000007	N2	n3	0.666666666667	Non-Terminal	collinsella_aerofaciens_WP_124785815.1, collinsella_provencensis_WP_102338221.1, collinsella_provencensis_WP_234346271.1	collinsella_provencensis_WP_102337823.1, collinsella_aerofaciens_WP_117862213.1, collinsella_aerofaciens_WP_124786001.1, collinsella_provencensis_WP_159060083.1, collinsella_provencensis_WP_102338167.1, collinsella_provencensis_WP_102338021.1, collinsella_aerofaciens_WP_117839968.1, collinsella_provencensis_WP_102338241.1, collinsella_aerofaciens_WP_192924133.1, collinsella_intestinalis_WP_226803188.1
OG0000007	collinsella_provencensis	n5	1.0	Terminal	collinsella_provencensis_WP_102338221.1	collinsella_provencensis_WP_234346271.1
OG0000007	N2	n6	0.333333333333	Non-Terminal	collinsella_provencensis_WP_102337823.1	collinsella_aerofaciens_WP_117862213.1, collinsella_aerofaciens_WP_124786001.1, collinsella_provencensis_WP_159060083.1, collinsella_provencensis_WP_102338167.1, collinsella_provencensis_WP_102338021.1, collinsella_aerofaciens_WP_117839968.1, collinsella_provencensis_WP_102338241.1, collinsella_aerofaciens_WP_192924133.1, collinsella_intestinalis_WP_226803188.1
OG0000007	N2	n7	0.666666666667	Non-Terminal	collinsella_aerofaciens_WP_117862213.1, collinsella_aerofaciens_WP_124786001.1, collinsella_provencensis_WP_159060083.1, collinsella_provencensis_WP_102338167.1	collinsella_provencensis_WP_102338021.1, collinsella_aerofaciens_WP_117839968.1, collinsella_provencensis_WP_102338241.1, collinsella_aerofaciens_WP_192924133.1, collinsella_intestinalis_WP_226803188.1
OG0000007	collinsella_aerofaciens	n9	1.0	Terminal	collinsella_aerofaciens_WP_117862213.1	collinsella_aerofaciens_WP_124786001.1
OG0000007	collinsella_provencensis	n10	1.0	Terminal	collinsella_provencensis_WP_159060083.1	collinsella_provencensis_WP_102338167.1
OG0000007	N2	n11	0.666666666667	Non-Terminal	collinsella_provencensis_WP_102338021.1, collinsella_aerofaciens_WP_117839968.1	collinsella_provencensis_WP_102338241.1, collinsella_aerofaciens_WP_192924133.1, collinsella_intestinalis_WP_226803188.1
OG0000008	N0	n0	1.0	Non-Terminal	collinsella_aerofaciens_WP_124786342.1, collinsella_intestinalis_WP_152062938.1, collinsella_provencensis_WP_102337648.1, senegalimassilia_faecalis_WP_129423848.1, senegalimassilia_anaerobia_WP_042436896.1	collinsella_aerofaciens_WP_117840353.1, collinsella_intestinalis_WP_152062763.1, senegalimassilia_faecalis_WP_236648285.1, collinsella_provencensis_WP_102337607.1, collinsella_aerofaciens_WP_124785974.1, senegalimassilia_anaerobia_WP_081469081.1, senegalimassilia_faecalis_WP_129425172.1, collinsella_provencensis_WP_234346204.1, collinsella_intestinalis_WP_152062873.1, collinsella_intestinalis_WP_152063528.1, collinsella_provencensis_WP_102338289.1
OG0000008	N0	n5	0.8	Non-Terminal	collinsella_aerofaciens_WP_117840353.1, collinsella_intestinalis_WP_152062763.1, senegalimassilia_faecalis_WP_236648285.1, collinsella_provencensis_WP_102337607.1	collinsella_aerofaciens_WP_124785974.1, senegalimassilia_anaerobia_WP_081469081.1, senegalimassilia_faecalis_WP_129425172.1, collinsella_provencensis_WP_234346204.1, collinsella_intestinalis_WP_152062873.1, collinsella_intestinalis_WP_152063528.1, collinsella_provencensis_WP_102338289.1
OG0000008	N3	n12	1.0	Non-Terminal	collinsella_provencensis_WP_234346204.1, collinsella_intestinalis_WP_152062873.1	collinsella_intestinalis_WP_152063528.1, collinsella_provencensis_WP_102338289.1
OG0000009	N1	n1	1.0	Non-Terminal	senegalimassilia_anaerobia_WP_042432387.1, senegalimassilia_faecalis_WP_129423621.1	senegalimassilia_anaerobia_WP_202898150.1, senegalimassilia_faecalis_WP_201738732.1, senegalimassilia_faecalis_WP_129425836.1, senegalimassilia_faecalis_WP_201738722.1, senegalimassilia_faecalis_WP_129424891.1, senegalimassilia_faecalis_WP_201738791.1, senegalimassilia_anaerobia_WP_222859231.1, senegalimassilia_faecalis_WP_129423842.1, senegalimassilia_faecalis_WP_236648291.1, senegalimassilia_anaerobia_WP_238318272.1, senegalimassilia_faecalis_WP_129424620.1, senegalimassilia_anaerobia_WP_052297765.1, senegalimassilia_anaerobia_WP_042435680.1
OG0000009	N1	n3	1.0	Non-Terminal	senegalimassilia_anaerobia_WP_202898150.1, senegalimassilia_faecalis_WP_201738732.1	senegalimassilia_faecalis_WP_129425836.1, senegalimassilia_faecalis_WP_201738722.1, senegalimassilia_faecalis_WP_129424891.1, senegalimassilia_faecalis_WP_201738791.1, senegalimassilia_anaerobia_WP_222859231.1, senegalimassilia_faecalis_WP_129423842.1, senegalimassilia_faecalis_WP_236648291.1, senegalimassilia_anaerobia_WP_238318272.1, senegalimassilia_faecalis_WP_129424620.1, senegalimassilia_anaerobia_WP_052297765.1, senegalimassilia_anaerobia_WP_042435680.1
OG0000009	N1	n5	0.5	Non-Terminal	senegalimassilia_faecalis_WP_129425836.1, senegalimassilia_faecalis_WP_201738722.1, senegalimassilia_faecalis_WP_129424891.1, senegalimassilia_faecalis_WP_201738791.1	senegalimassilia_anaerobia_WP_222859231.1, senegalimassilia_faecalis_WP_129423842.1, senegalimassilia_faecalis_WP_236648291.1, senegalimassilia_anaerobia_WP_238318272.1, senegalimassilia_faecalis_WP_129424620.1, senegalimassilia_anaerobia_WP_052297765.1, senegalimassilia_anaerobia_WP_042435680.1
OG0000009	senegalimassilia_faecalis	n6	1.0	Terminal	senegalimassilia_faecalis_WP_129425836.1	senegalimassilia_faecalis_WP_201738722.1, senegalimassilia_faecalis_WP_129424891.1, senegalimassilia_faecalis_WP_201738791.1
OG0000009	senegalimassilia_faecalis	n7	1.0	Terminal	senegalimassilia_faecalis_WP_201738722.1, senegalimassilia_faecalis_WP_129424891.1	senegalimassilia_faecalis_WP_201738791.1
OG0000009	senegalimassilia_faecalis	n8	1.0	Terminal	senegalimassilia_faecalis_WP_201738722.1	senegalimassilia_faecalis_WP_129424891.1
OG0000009	N1	n9	1.0	Non-Terminal	senegalimassilia_anaerobia_WP_222859231.1, senegalimassilia_faecalis_WP_129423842.1, senegalimassilia_faecalis_WP_236648291.1, senegalimassilia_anaerobia_WP_238318272.1	senegalimassilia_faecalis_WP_129424620.1, senegalimassilia_anaerobia_WP_052297765.1, senegalimassilia_anaerobia_WP_042435680.1
OG0000009	N1	n10	1.0	Non-Terminal: STRIDE	senegalimassilia_anaerobia_WP_222859231.1, senegalimassilia_faecalis_WP_129423842.1	senegalimassilia_faecalis_WP_236648291.1, senegalimassilia_anaerobia_WP_238318272.1
OG0000009	senegalimassilia_anaerobia	n14	1.0	Terminal	senegalimassilia_anaerobia_WP_052297765.1	senegalimassilia_anaerobia_WP_042435680.1
OG0000010	N1	n0	1.0	Non-Terminal	senegalimassilia_faecalis_WP_129425624.1, senegalimassilia_anaerobia_WP_042432580.1	senegalimassilia_faecalis_WP_129425249.1, senegalimassilia_anaerobia_WP_042432572.1, senegalimassilia_anaerobia_WP_042432375.1, senegalimassilia_faecalis_WP_129425632.1, senegalimassilia_faecalis_WP_129425818.1, senegalimassilia_faecalis_WP_129424697.1, senegalimassilia_faecalis_WP_201738636.1, senegalimassilia_faecalis_WP_129425476.1, senegalimassilia_faecalis_WP_129424512.1, senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1, senegalimassilia_faecalis_WP_129423289.1, senegalimassilia_faecalis_WP_129424263.1, senegalimassilia_faecalis_WP_129423611.1
OG0000010	N1	n2	1.0	Non-Terminal	senegalimassilia_faecalis_WP_129425249.1, senegalimassilia_anaerobia_WP_042432572.1	senegalimassilia_anaerobia_WP_042432375.1, senegalimassilia_faecalis_WP_129425632.1, senegalimassilia_faecalis_WP_129425818.1, senegalimassilia_faecalis_WP_129424697.1, senegalimassilia_faecalis_WP_201738636.1, senegalimassilia_faecalis_WP_129425476.1, senegalimassilia_faecalis_WP_129424512.1, senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1, senegalimassilia_faecalis_WP_129423289.1, senegalimassilia_faecalis_WP_129424263.1, senegalimassilia_faecalis_WP_129423611.1
OG0000010	senegalimassilia_faecalis	n5	1.0	Terminal	senegalimassilia_faecalis_WP_129425632.1	senegalimassilia_faecalis_WP_129425818.1, senegalimassilia_faecalis_WP_129424697.1, senegalimassilia_faecalis_WP_201738636.1, senegalimassilia_faecalis_WP_129425476.1, senegalimassilia_faecalis_WP_129424512.1, senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1, senegalimassilia_faecalis_WP_129423289.1, senegalimassilia_faecalis_WP_129424263.1, senegalimassilia_faecalis_WP_129423611.1
OG0000010	senegalimassilia_faecalis	n6	1.0	Terminal	senegalimassilia_faecalis_WP_129425818.1	senegalimassilia_faecalis_WP_129424697.1, senegalimassilia_faecalis_WP_201738636.1, senegalimassilia_faecalis_WP_129425476.1, senegalimassilia_faecalis_WP_129424512.1, senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1, senegalimassilia_faecalis_WP_129423289.1, senegalimassilia_faecalis_WP_129424263.1, senegalimassilia_faecalis_WP_129423611.1
OG0000010	senegalimassilia_faecalis	n7	1.0	Terminal	senegalimassilia_faecalis_WP_129424697.1, senegalimassilia_faecalis_WP_201738636.1, senegalimassilia_faecalis_WP_129425476.1, senegalimassilia_faecalis_WP_129424512.1, senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1, senegalimassilia_faecalis_WP_129423289.1	senegalimassilia_faecalis_WP_129424263.1, senegalimassilia_faecalis_WP_129423611.1
OG0000010	senegalimassilia_faecalis	n8	1.0	Terminal	senegalimassilia_faecalis_WP_129424697.1	senegalimassilia_faecalis_WP_201738636.1, senegalimassilia_faecalis_WP_129425476.1, senegalimassilia_faecalis_WP_129424512.1, senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1, senegalimassilia_faecalis_WP_129423289.1
OG0000010	senegalimassilia_faecalis	n9	1.0	Terminal	senegalimassilia_faecalis_WP_201738636.1	senegalimassilia_faecalis_WP_129425476.1, senegalimassilia_faecalis_WP_129424512.1, senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1, senegalimassilia_faecalis_WP_129423289.1
OG0000010	senegalimassilia_faecalis	n10	1.0	Terminal	senegalimassilia_faecalis_WP_129425476.1	senegalimassilia_faecalis_WP_129424512.1, senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1, senegalimassilia_faecalis_WP_129423289.1
OG0000010	senegalimassilia_faecalis	n11	1.0	Terminal	senegalimassilia_faecalis_WP_129424512.1	senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1, senegalimassilia_faecalis_WP_129423289.1
OG0000010	senegalimassilia_faecalis	n12	1.0	Terminal	senegalimassilia_faecalis_WP_129424527.1, senegalimassilia_faecalis_WP_201738713.1	senegalimassilia_faecalis_WP_129423289.1
OG0000010	senegalimassilia_faecalis	n13	1.0	Terminal	senegalimassilia_faecalis_WP_129424527.1	senegalimassilia_faecalis_WP_201738713.1
OG0000010	senegalimassilia_faecalis	n14	1.0	Terminal	senegalimassilia_faecalis_WP_129424263.1	senegalimassilia_faecalis_WP_129423611.1
OG0000011	N2	n0	1.0	Non-Terminal	collinsella_intestinalis_WP_152062920.1, collinsella_provencensis_WP_102337676.1, collinsella_provencensis_WP_102337671.1, collinsella_aerofaciens_WP_124786574.1	collinsella_provencensis_WP_102338220.1, collinsella_provencensis_WP_102338096.1, collinsella_intestinalis_WP_152063569.1, collinsella_aerofaciens_WP_118345060.1, collinsella_provencensis_WP_102338240.1, collinsella_provencensis_WP_102338166.1, collinsella_provencensis_WP_102338022.1, collinsella_intestinalis_WP_152062915.1, collinsella_aerofaciens_WP_117563725.1, collinsella_provencensis_WP_102337824.1
OG0000011	collinsella_provencensis	n3	1.0	Terminal	collinsella_provencensis_WP_102337676.1	collinsella_provencensis_WP_102337671.1
OG0000011	N2	n4	0.333333333333	Non-Terminal	collinsella_provencensis_WP_102338220.1, collinsella_provencensis_WP_102338096.1	collinsella_intestinalis_WP_152063569.1, collinsella_aerofaciens_WP_118345060.1, collinsella_provencensis_WP_102338240.1, collinsella_provencensis_WP_102338166.1, collinsella_provencensis_WP_102338022.1, collinsella_intestinalis_WP_152062915.1, collinsella_aerofaciens_WP_117563725.1, collinsella_provencensis_WP_102337824.1
OG0000011	collinsella_provencensis	n5	1.0	Terminal	collinsella_provencensis_WP_102338220.1	collinsella_provencensis_WP_102338096.1
OG0000011	N2	n6	1.0	Non-Terminal	collinsella_intestinalis_WP_152063569.1, collinsella_aerofaciens_WP_118345060.1, collinsella_provencensis_WP_102338240.1, collinsella_provencensis_WP_102338166.1, collinsella_provencensis_WP_102338022.1	collinsella_intestinalis_WP_152062915.1, collinsella_aerofaciens_WP_117563725.1, collinsella_provencensis_WP_102337824.1
OG0000011	collinsella_provencensis	n9	1.0	Terminal	collinsella_provencensis_WP_102338240.1, collinsella_provencensis_WP_102338166.1	collinsella_provencensis_WP_102338022.1
OG0000011	collinsella_provencensis	n10	1.0	Terminal	collinsella_provencensis_WP_102338240.1	collinsella_provencensis_WP_102338166.1
OG0000012	N0	n0	0.4	Non-Terminal	senegalimassilia_faecalis_WP_129425253.1, collinsella_provencensis_WP_159060071.1	collinsella_provencensis_WP_159060082.1, collinsella_intestinalis_WP_193221139.1, collinsella_intestinalis_WP_152063584.1, senegalimassilia_faecalis_WP_129425117.1, collinsella_provencensis_WP_159060061.1, collinsella_aerofaciens_WP_124785840.1, collinsella_provencensis_WP_102338315.1, collinsella_aerofaciens_WP_089573344.1, collinsella_aerofaciens_WP_124786170.1, collinsella_aerofaciens_WP_124786079.1, collinsella_provencensis_WP_159060012.1
OG0000012	N0	n2	0.4	Non-Terminal	collinsella_provencensis_WP_159060082.1, collinsella_intestinalis_WP_193221139.1	collinsella_intestinalis_WP_152063584.1, senegalimassilia_faecalis_WP_129425117.1, collinsella_provencensis_WP_159060061.1, collinsella_aerofaciens_WP_124785840.1, collinsella_provencensis_WP_102338315.1, collinsella_aerofaciens_WP_089573344.1, collinsella_aerofaciens_WP_124786170.1, collinsella_aerofaciens_WP_124786079.1, collinsella_provencensis_WP_159060012.1
OG0000012	N2	n6	0.333333333333	Non-Terminal	collinsella_provencensis_WP_159060061.1	collinsella_aerofaciens_WP_124785840.1, collinsella_provencensis_WP_102338315.1, collinsella_aerofaciens_WP_089573344.1, collinsella_aerofaciens_WP_124786170.1, collinsella_aerofaciens_WP_124786079.1, collinsella_provencensis_WP_159060012.1
OG0000012	N2	n7	0.666666666667	Non-Terminal	collinsella_aerofaciens_WP_124785840.1, collinsella_provencensis_WP_102338315.1	collinsella_aerofaciens_WP_089573344.1, collinsella_aerofaciens_WP_124786170.1, collinsella_aerofaciens_WP_124786079.1, collinsella_provencensis_WP_159060012.1
OG0000012	collinsella_aerofaciens	n10	1.0	Terminal	collinsella_aerofaciens_WP_089573344.1, collinsella_aerofaciens_WP_124786170.1	collinsella_aerofaciens_WP_124786079.1
OG0000012	collinsella_aerofaciens	n11	1.0	Terminal	collinsella_aerofaciens_WP_089573344.1	collinsella_aerofaciens_WP_124786170.1
OG0000013	N0	n0	0.8	Non-Terminal	senegalimassilia_faecalis_WP_129426113.1, senegalimassilia_anaerobia_WP_042435327.1, collinsella_provencensis_WP_234346375.1, collinsella_aerofaciens_WP_206428106.1, collinsella_intestinalis_WP_152063856.1	collinsella_intestinalis_WP_006722406.1, collinsella_aerofaciens_WP_117776691.1, collinsella_aerofaciens_WP_118935355.1, senegalimassilia_faecalis_WP_129423202.1, collinsella_intestinalis_WP_226803286.1, collinsella_aerofaciens_WP_197032117.1, senegalimassilia_anaerobia_WP_042434983.1, senegalimassilia_faecalis_WP_129423997.1
OG0000013	N0	n5	0.4	Non-Terminal	collinsella_intestinalis_WP_006722406.1, collinsella_aerofaciens_WP_117776691.1	collinsella_aerofaciens_WP_118935355.1, senegalimassilia_faecalis_WP_129423202.1, collinsella_intestinalis_WP_226803286.1, collinsella_aerofaciens_WP_197032117.1, senegalimassilia_anaerobia_WP_042434983.1, senegalimassilia_faecalis_WP_129423997.1
OG0000013	N0	n7	0.4	Non-Terminal	collinsella_aerofaciens_WP_118935355.1, senegalimassilia_faecalis_WP_129423202.1	collinsella_intestinalis_WP_226803286.1, collinsella_aerofaciens_WP_197032117.1, senegalimassilia_anaerobia_WP_042434983.1, senegalimassilia_faecalis_WP_129423997.1
OG0000014	N0	n0	0.6	Non-Terminal	collinsella_intestinalis_WP_193221206.1, senegalimassilia_anaerobia_WP_042433088.1, senegalimassilia_faecalis_WP_201738608.1, collinsella_provencensis_WP_102337818.1, collinsella_provencensis_WP_234346215.1, senegalimassilia_faecalis_WP_129423127.1, collinsella_provencensis_WP_157966984.1, senegalimassilia_faecalis_WP_129423335.1	senegalimassilia_anaerobia_WP_238318312.1, senegalimassilia_anaerobia_WP_042435885.1, collinsella_aerofaciens_WP_124786633.1, senegalimassilia_faecalis_WP_129425548.1, collinsella_provencensis_WP_102338452.1
OG0000014	N0	n2	0.4	Non-Terminal	senegalimassilia_anaerobia_WP_042433088.1, senegalimassilia_faecalis_WP_201738608.1, collinsella_provencensis_WP_102337818.1	collinsella_provencensis_WP_234346215.1, senegalimassilia_faecalis_WP_129423127.1, collinsella_provencensis_WP_157966984.1, senegalimassilia_faecalis_WP_129423335.1
OG0000014	N0	n5	0.4	Non-Terminal	collinsella_provencensis_WP_234346215.1, senegalimassilia_faecalis_WP_129423127.1	collinsella_provencensis_WP_157966984.1, senegalimassilia_faecalis_WP_129423335.1
OG0000014	N0	n8	0.2	Non-Terminal	senegalimassilia_anaerobia_WP_238318312.1	senegalimassilia_anaerobia_WP_042435885.1, collinsella_aerofaciens_WP_124786633.1, senegalimassilia_faecalis_WP_129425548.1, collinsella_provencensis_WP_102338452.1
OG0000015	N2	n0	0.666666666667	Non-Terminal	collinsella_intestinalis_WP_152062919.1, collinsella_provencensis_WP_102337825.1, collinsella_provencensis_WP_102337672.1	collinsella_provencensis_WP_102338219.1, collinsella_provencensis_WP_102338097.1, collinsella_provencensis_WP_102338239.1, collinsella_provencensis_WP_159060070.1, collinsella_provencensis_WP_102338428.1, collinsella_provencensis_WP_102337677.1, collinsella_intestinalis_WP_152062913.1, collinsella_aerofaciens_WP_117634363.1, collinsella_aerofaciens_WP_099432278.1
OG0000015	collinsella_provencensis	n2	1.0	Terminal	collinsella_provencensis_WP_102337825.1	collinsella_provencensis_WP_102337672.1
OG0000015	collinsella_provencensis	n4	1.0	Terminal	collinsella_provencensis_WP_102338219.1, collinsella_provencensis_WP_102338097.1, collinsella_provencensis_WP_102338239.1, collinsella_provencensis_WP_159060070.1, collinsella_provencensis_WP_102338428.1	collinsella_provencensis_WP_102337677.1
OG0000015	collinsella_provencensis	n5	1.0	Terminal	collinsella_provencensis_WP_102338219.1, collinsella_provencensis_WP_102338097.1	collinsella_provencensis_WP_102338239.1, collinsella_provencensis_WP_159060070.1, collinsella_provencensis_WP_102338428.1
OG0000015	collinsella_provencensis	n6	1.0	Terminal	collinsella_provencensis_WP_102338219.1	collinsella_provencensis_WP_102338097.1
OG0000015	collinsella_provencensis	n7	1.0	Terminal	collinsella_provencensis_WP_102338239.1	collinsella_provencensis_WP_159060070.1, collinsella_provencensis_WP_102338428.1
OG0000015	collinsella_provencensis	n8	1.0	Terminal	collinsella_provencensis_WP_159060070.1	collinsella_provencensis_WP_102338428.1
OG0000015	N2	n9	0.333333333333	Non-Terminal	collinsella_intestinalis_WP_152062913.1, collinsella_aerofaciens_WP_117634363.1	collinsella_aerofaciens_WP_099432278.1
OG0000016	N2	n1	0.666666666667	Non-Terminal	collinsella_aerofaciens_WP_124785880.1, collinsella_provencensis_WP_102338214.1, collinsella_provencensis_WP_102338066.1, collinsella_aerofaciens_WP_117773361.1, collinsella_provencensis_WP_102337924.1, collinsella_provencensis_WP_102337970.1, collinsella_provencensis_WP_159060060.1, collinsella_aerofaciens_WP_158558636.1	collinsella_provencensis_WP_102337285.1, collinsella_intestinalis_WP_006722889.1, collinsella_aerofaciens_WP_124786075.1
OG0000016	N2	n2	0.666666666667	Non-Terminal	collinsella_aerofaciens_WP_124785880.1, collinsella_provencensis_WP_102338214.1, collinsella_provencensis_WP_102338066.1, collinsella_aerofaciens_WP_117773361.1, collinsella_provencensis_WP_102337924.1, collinsella_provencensis_WP_102337970.1	collinsella_provencensis_WP_159060060.1, collinsella_aerofaciens_WP_158558636.1
OG0000016	N2	n3	0.666666666667	Non-Terminal	collinsella_aerofaciens_WP_124785880.1, collinsella_provencensis_WP_102338214.1, collinsella_provencensis_WP_102338066.1	collinsella_aerofaciens_WP_117773361.1, collinsella_provencensis_WP_102337924.1, collinsella_provencensis_WP_102337970.1
OG0000016	collinsella_provencensis	n5	1.0	Terminal	collinsella_provencensis_WP_102338214.1	collinsella_provencensis_WP_102338066.1
OG0000016	collinsella_provencensis	n7	1.0	Terminal	collinsella_provencensis_WP_102337924.1	collinsella_provencensis_WP_102337970.1
OG0000017	N0	n0	0.6	Non-Terminal	collinsella_intestinalis_WP_152063340.1, collinsella_aerofaciens_WP_124786414.1, senegalimassilia_faecalis_WP_201738618.1, senegalimassilia_anaerobia_WP_042435955.1, senegalimassilia_anaerobia_WP_081468888.1, senegalimassilia_anaerobia_WP_202898044.1, collinsella_provencensis_WP_199824895.1	senegalimassilia_faecalis_WP_129424596.1, senegalimassilia_anaerobia_WP_042433005.1, senegalimassilia_faecalis_WP_129423808.1, senegalimassilia_anaerobia_WP_042436936.1, collinsella_aerofaciens_WP_117786325.1
OG0000017	senegalimassilia_anaerobia	n5	1.0	Terminal	senegalimassilia_anaerobia_WP_042435955.1, senegalimassilia_anaerobia_WP_081468888.1	senegalimassilia_anaerobia_WP_202898044.1
OG0000017	senegalimassilia_anaerobia	n6	1.0	Terminal	senegalimassilia_anaerobia_WP_042435955.1	senegalimassilia_anaerobia_WP_081468888.1
OG0000017	N0	n7	0.4	Non-Terminal	senegalimassilia_faecalis_WP_129424596.1, senegalimassilia_anaerobia_WP_042433005.1	senegalimassilia_faecalis_WP_129423808.1, senegalimassilia_anaerobia_WP_042436936.1, collinsella_aerofaciens_WP_117786325.1
OG0000018	N1	n1	1.0	Non-Terminal	senegalimassilia_anaerobia_WP_042435911.1, senegalimassilia_faecalis_WP_129423969.1, senegalimassilia_anaerobia_WP_042434463.1, senegalimassilia_anaerobia_WP_042435759.1, senegalimassilia_faecalis_WP_129425220.1, senegalimassilia_faecalis_WP_129424797.1, senegalimassilia_anaerobia_WP_042434469.1, senegalimassilia_faecalis_WP_129423830.1, senegalimassilia_faecalis_WP_129424428.1	senegalimassilia_anaerobia_WP_052297829.1, senegalimassilia_faecalis_WP_129424224.1
OG0000018	N1	n2	0.5	Non-Terminal	senegalimassilia_anaerobia_WP_042435911.1	senegalimassilia_faecalis_WP_129423969.1, senegalimassilia_anaerobia_WP_042434463.1, senegalimassilia_anaerobia_WP_042435759.1, senegalimassilia_faecalis_WP_129425220.1, senegalimassilia_faecalis_WP_129424797.1, senegalimassilia_anaerobia_WP_042434469.1, senegalimassilia_faecalis_WP_129423830.1, senegalimassilia_faecalis_WP_129424428.1
