## Wed Dec 28 16:30:38 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_onwcr_5u --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_onwcr_5u --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_onwcr_5u/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_129422912.1	1034345.CAEM01000019_gene1724	6.49e-73	228.0	COG1555@1|root,COG1555@2|Bacteria,2IQDC@201174|Actinobacteria,4CW35@84998|Coriobacteriia	84998|Coriobacteriia	L	ComEA protein	-	-	-	ko:K02237	-	M00429	-	-	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	-	HHH_3,SLBB
WP_129422913.1	1034345.CAEM01000019_gene1723	2.24e-280	768.0	COG0301@1|root,COG0301@2|Bacteria,2GMFY@201174|Actinobacteria,4CU8T@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS	thiI	-	2.8.1.4	ko:K03151	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07461	-	ko00000,ko00001,ko01000,ko03016	-	-	-	THUMP,ThiI
WP_129422914.1	1034345.CAEM01000019_gene1722	3.08e-52	164.0	COG1758@1|root,COG1758@2|Bacteria,2HV5Z@201174|Actinobacteria,4CWD6@84998|Coriobacteriia	84998|Coriobacteriia	K	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits	rpoZ	-	2.7.7.6	ko:K03060	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb6
WP_129422915.1	1034345.CAEM01000019_gene1721	7.76e-116	333.0	COG0194@1|root,COG0194@2|Bacteria,2GK2M@201174|Actinobacteria,4CVKY@84998|Coriobacteriia	84998|Coriobacteriia	F	Essential for recycling GMP and indirectly, cGMP	gmk	-	2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_kin
WP_129422916.1	1034345.CAEM01000019_gene1720	5.22e-56	175.0	COG0099@1|root,COG0099@2|Bacteria,2IKPU@201174|Actinobacteria,4CW7U@84998|Coriobacteriia	84998|Coriobacteriia	J	integration host factor	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_129422917.1	1034345.CAEM01000019_gene1719	1.91e-153	433.0	COG0284@1|root,COG0284@2|Bacteria,2IPX2@201174|Actinobacteria,4CV9H@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)	pyrF	-	4.1.1.23	ko:K01591	ko00240,ko01100,map00240,map01100	M00051	R00965	RC00409	ko00000,ko00001,ko00002,ko01000	-	-	-	OMPdecase
WP_129422918.1	1034345.CAEM01000019_gene1718	3e-203	565.0	COG0167@1|root,COG0167@2|Bacteria,2GKC6@201174|Actinobacteria,4CUEZ@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the conversion of dihydroorotate to orotate	pyrD	-	1.3.1.14	ko:K17828	ko00240,ko01100,map00240,map01100	M00051	R01869	RC00051	ko00000,ko00001,ko00002,ko01000	-	-	-	DHO_dh
WP_129422919.1	1034345.CAEM01000019_gene1717	3.72e-157	444.0	COG0543@1|root,COG0543@2|Bacteria,2HQ24@201174|Actinobacteria,4CV6M@84998|Coriobacteriia	84998|Coriobacteriia	C	Responsible for channeling the electrons from the oxidation of dihydroorotate from the FMN redox center in the PyrD type B subunit to the ultimate electron acceptor NAD( )	pyrK	-	-	ko:K02823	ko00240,ko01100,map00240,map01100	-	-	-	ko00000,ko00001	-	-	-	DHODB_Fe-S_bind,FAD_binding_6,NAD_binding_1
WP_129422920.1	1034345.CAEM01000019_gene1716	0.0	1905.0	COG0458@1|root,COG0458@2|Bacteria,2GK5N@201174|Actinobacteria,4CUHZ@84998|Coriobacteriia	84998|Coriobacteriia	F	Belongs to the CarB family	carB	-	6.3.5.5	ko:K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	-	CPSase_L_D2,CPSase_L_D3,MGS
WP_129422923.1	1034345.CAEM01000019_gene1713	3.07e-77	244.0	COG0477@1|root,COG0477@2|Bacteria,2GKVX@201174|Actinobacteria,4CVRD@84998|Coriobacteriia	84998|Coriobacteriia	EGP	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WP_129422924.1	1034345.CAEM01000019_gene1712	5.04e-296	809.0	COG0044@1|root,COG0044@2|Bacteria,2GJ0T@201174|Actinobacteria,4CU8N@84998|Coriobacteriia	84998|Coriobacteriia	F	Belongs to the metallo-dependent hydrolases superfamily. DHOase family. Class I DHOase subfamily	pyrC	-	3.5.2.3	ko:K01465	ko00240,ko01100,map00240,map01100	M00051	R01993	RC00632	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1
WP_129422925.1	1034345.CAEM01000019_gene1711	4.12e-225	620.0	COG0540@1|root,COG0540@2|Bacteria,2GKNA@201174|Actinobacteria,4CUP8@84998|Coriobacteriia	84998|Coriobacteriia	F	Belongs to the ATCase OTCase family	pyrB	-	2.1.3.2	ko:K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R01397	RC00064,RC02850	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
WP_129422926.1	1034345.CAEM01000019_gene1710	2.52e-128	365.0	COG2065@1|root,COG2065@2|Bacteria,2GJNP@201174|Actinobacteria,4CUFE@84998|Coriobacteriia	84998|Coriobacteriia	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant	pyrR	-	2.4.2.9	ko:K02825	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000,ko03000	-	-	-	Pribosyltran
WP_129422928.1	1034345.CAEM01000019_gene1707	8.91e-142	404.0	COG1924@1|root,COG1924@2|Bacteria,2I1VH@201174|Actinobacteria,4CV9U@84998|Coriobacteriia	84998|Coriobacteriia	I	TIGRFAM CoA-substrate-specific enzyme activase	-	-	-	-	-	-	-	-	-	-	-	-	BcrAD_BadFG
WP_129422929.1	1034345.CAEM01000019_gene1705	1.14e-196	550.0	COG0709@1|root,COG0709@2|Bacteria,2GNP4@201174|Actinobacteria,4CUXI@84998|Coriobacteriia	84998|Coriobacteriia	H	Synthesizes selenophosphate from selenide and ATP	selD	-	2.7.9.3	ko:K01008	ko00450,ko01100,map00450,map01100	-	R03595	RC00002,RC02878	ko00000,ko00001,ko01000,ko03016	-	-	-	AIRS,AIRS_C
WP_129422931.1	1034345.CAEM01000019_gene1703	2.15e-102	300.0	COG0425@1|root,COG0425@2|Bacteria,2HUYT@201174|Actinobacteria,4CW0P@84998|Coriobacteriia	84998|Coriobacteriia	O	Belongs to the sulfur carrier protein TusA family	-	-	-	-	-	-	-	-	-	-	-	-	DrsE,TusA
WP_129422932.1	742722.HMPREF9463_01377	9.64e-181	514.0	COG1775@1|root,COG1775@2|Bacteria,2IA9I@201174|Actinobacteria,4CWH8@84998|Coriobacteriia	84998|Coriobacteriia	E	Benzoyl-CoA reductase 2-hydroxyglutaryl-CoA dehydratase subunit, BcrC BadD HgdB	-	-	-	-	-	-	-	-	-	-	-	-	HGD-D
WP_129422933.1	1034345.CAEM01000019_gene1699	4.89e-270	748.0	COG1921@1|root,COG1921@2|Bacteria,2HFGK@201174|Actinobacteria,4CV61@84998|Coriobacteriia	84998|Coriobacteriia	H	Converts seryl-tRNA(Sec) to selenocysteinyl-tRNA(Sec) required for selenoprotein biosynthesis	selA	-	2.9.1.1	ko:K01042	ko00450,ko00970,map00450,map00970	-	R08219	RC01246	ko00000,ko00001,ko01000	-	-	-	Se-cys_synth_N,SelA
WP_129422934.1	1034345.CAEM01000019_gene1698	0.0	899.0	COG3276@1|root,COG3276@2|Bacteria,2GKF9@201174|Actinobacteria,4CU7A@84998|Coriobacteriia	84998|Coriobacteriia	J	Elongation factor SelB winged helix	-	-	-	ko:K03833	-	-	-	-	ko00000,ko03012	-	-	-	GTP_EFTU,GTP_EFTU_D2,SelB-wing_2,SelB-wing_3
WP_129422936.1	1034345.CAEM01000019_gene1696	1.11e-74	225.0	2E529@1|root,32ZVG@2|Bacteria,2IIU2@201174|Actinobacteria,4CW1E@84998|Coriobacteriia	84998|Coriobacteriia	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	HTH_31
WP_129422937.1	742818.HMPREF9451_01281	2.38e-26	105.0	COG3064@1|root,COG3064@2|Bacteria,2IJCG@201174|Actinobacteria,4CWB3@84998|Coriobacteriia	84998|Coriobacteriia	M	Host cell surface-exposed lipoprotein	-	-	-	-	-	-	-	-	-	-	-	-	Lipoprotein_Ltp
WP_129422938.1	1034345.CAEM01000019_gene1686	7.01e-178	501.0	COG0223@1|root,COG0223@2|Bacteria,2GKH5@201174|Actinobacteria,4CU92@84998|Coriobacteriia	84998|Coriobacteriia	J	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	fmt	-	2.1.2.9	ko:K00604	ko00670,ko00970,map00670,map00970	-	R03940	RC00026,RC00165	ko00000,ko00001,ko01000	-	-	-	Formyl_trans_C,Formyl_trans_N
WP_129422939.1	1034345.CAEM01000019_gene1685	2.13e-118	339.0	COG0242@1|root,COG0242@2|Bacteria,2GJ87@201174|Actinobacteria,4CVMK@84998|Coriobacteriia	84998|Coriobacteriia	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def	-	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
WP_129422940.1	1034345.CAEM01000019_gene1684	0.0	931.0	COG0358@1|root,COG0358@2|Bacteria,2GJFX@201174|Actinobacteria,4CUGG@84998|Coriobacteriia	84998|Coriobacteriia	L	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	dnaG	-	-	ko:K02316	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB_bind,Toprim_2,Toprim_4,Toprim_N,zf-CHC2
WP_129422942.1	1034345.CAEM01000019_gene1682	1.3e-106	310.0	COG0622@1|root,COG0622@2|Bacteria,2HUW1@201174|Actinobacteria,4CVUC@84998|Coriobacteriia	84998|Coriobacteriia	S	Phosphoesterase	-	-	-	ko:K07095	-	-	-	-	ko00000	-	-	-	Metallophos_2
WP_129422943.1	1034345.CAEM01000019_gene1681	0.0	1590.0	COG1132@1|root,COG4988@1|root,COG1132@2|Bacteria,COG4988@2|Bacteria,2GITR@201174|Actinobacteria,4CU94@84998|Coriobacteriia	84998|Coriobacteriia	V	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease ATP-binding protein CydC	-	-	-	ko:K06147,ko:K06148	-	-	-	-	ko00000,ko02000	3.A.1,3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran
WP_129422944.1	1034345.CAEM01000019_gene1680	5.88e-135	388.0	COG1521@1|root,COG1521@2|Bacteria,2GMRQ@201174|Actinobacteria,4CVMI@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis	-	-	2.7.1.33	ko:K03525	ko00770,ko01100,map00770,map01100	M00120	R02971,R03018,R04391	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Pan_kinase
WP_129422946.1	1034345.CAEM01000019_gene1678	1.27e-230	637.0	COG0463@1|root,COG0463@2|Bacteria,2GMDK@201174|Actinobacteria,4CUK1@84998|Coriobacteriia	84998|Coriobacteriia	M	Glycosyltransferase, group 2 family protein	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
WP_129422947.1	1034345.CAEM01000019_gene1677	3.03e-201	561.0	COG0280@1|root,COG0280@2|Bacteria,2GJ5U@201174|Actinobacteria,4CU76@84998|Coriobacteriia	84998|Coriobacteriia	C	phosphate acetyltransferase	pta	-	2.3.1.8	ko:K00625	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00230,R00921	RC00004,RC02746,RC02816	ko00000,ko00001,ko00002,ko01000	-	-	-	PTA_PTB
WP_129422948.1	1034345.CAEM01000019_gene1676	8.68e-262	719.0	COG0282@1|root,COG0282@2|Bacteria,2GJAW@201174|Actinobacteria,4CUF3@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction	ackA	-	2.7.2.1	ko:K00925	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00315,R01353	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetate_kinase
WP_129422949.1	1034345.CAEM01000019_gene1675	7.42e-39	130.0	COG1722@1|root,COG1722@2|Bacteria,2HVAT@201174|Actinobacteria,4CWK9@84998|Coriobacteriia	84998|Coriobacteriia	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
WP_129422950.1	1034345.CAEM01000019_gene1674	2.95e-212	602.0	COG1570@1|root,COG1570@2|Bacteria,2GJAS@201174|Actinobacteria,4CUPF@84998|Coriobacteriia	84998|Coriobacteriia	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseA	-	3.1.11.6	ko:K03601	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_L,tRNA_anti_2
WP_129422951.1	1034345.CAEM01000019_gene1672	1.46e-235	652.0	COG0349@1|root,COG0349@2|Bacteria,2GKNM@201174|Actinobacteria,4CV2Q@84998|Coriobacteriia	84998|Coriobacteriia	J	Exonuclease involved in the 3' processing of various precursor tRNAs. Initiates hydrolysis at the 3'-terminus of an RNA molecule and releases 5'-mononucleotides	rnd	-	3.1.13.5	ko:K03684	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	DNA_pol_A_exo1,HRDC
WP_129422952.1	1034345.CAEM01000019_gene1671	2.06e-187	524.0	COG1597@1|root,COG1597@2|Bacteria,2HH18@201174|Actinobacteria,4CUXW@84998|Coriobacteriia	84998|Coriobacteriia	I	diacylglycerol kinase catalytic	-	-	-	-	-	-	-	-	-	-	-	-	DAGK_cat
WP_129422953.1	1034345.CAEM01000019_gene1670	9.88e-165	464.0	COG0861@1|root,COG0861@2|Bacteria,2GRV3@201174|Actinobacteria,4CVH7@84998|Coriobacteriia	84998|Coriobacteriia	P	Membrane protein TerC	-	-	-	-	-	-	-	-	-	-	-	-	TerC
WP_129422954.1	1034345.CAEM01000019_gene1669	1.28e-119	348.0	2B11I@1|root,31TEY@2|Bacteria,2HUVB@201174|Actinobacteria,4CVRK@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_129422955.1	1034345.CAEM01000019_gene1668	5.06e-62	191.0	2E4R1@1|root,32ZJK@2|Bacteria,2HUZX@201174|Actinobacteria,4CW2N@84998|Coriobacteriia	84998|Coriobacteriia	S	Nitrous oxide-stimulated promoter	-	-	-	-	-	-	-	-	-	-	-	-	YgbA_NO
WP_129422956.1	1034345.CAEM01000019_gene1667	8.16e-179	504.0	COG4974@1|root,COG4974@2|Bacteria,2GNDP@201174|Actinobacteria,4CUM8@84998|Coriobacteriia	84998|Coriobacteriia	D	Belongs to the 'phage' integrase family. XerC subfamily	-	-	-	ko:K04763	-	-	-	-	ko00000,ko03036	-	-	-	Phage_int_SAM_1,Phage_integrase
WP_129422958.1	1034345.CAEM01000019_gene1664	3.37e-275	762.0	COG0606@1|root,COG0606@2|Bacteria,2GJIQ@201174|Actinobacteria,4CUV5@84998|Coriobacteriia	84998|Coriobacteriia	O	Mg chelatase-like protein	-	-	-	ko:K07391	-	-	-	-	ko00000	-	-	-	ChlI,Mg_chelatase,Mg_chelatase_C
WP_129422960.1	479437.Elen_1405	7.64e-123	357.0	COG0164@1|root,COG0164@2|Bacteria,2GJFN@201174|Actinobacteria,4CUP0@84998|Coriobacteriia	84998|Coriobacteriia	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhB	-	3.1.26.4	ko:K03470	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_HII
WP_129422961.1	1034345.CAEM01000019_gene1661	1.71e-76	228.0	COG0335@1|root,COG0335@2|Bacteria,2IHRT@201174|Actinobacteria,4CVXA@84998|Coriobacteriia	84998|Coriobacteriia	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	rplS	-	-	ko:K02884	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L19
WP_129422962.1	1034345.CAEM01000019_gene1660	0.0	1716.0	COG0525@1|root,COG0525@2|Bacteria,2GK8H@201174|Actinobacteria,4CUW2@84998|Coriobacteriia	84998|Coriobacteriia	J	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner	valS	-	6.1.1.9	ko:K01873	ko00970,map00970	M00359,M00360	R03665	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,Val_tRNA-synt_C,tRNA-synt_1
WP_129422963.1	1034345.CAEM01000019_gene1659	5.31e-289	793.0	COG1219@1|root,COG1219@2|Bacteria,2GJXQ@201174|Actinobacteria,4CU7B@84998|Coriobacteriia	84998|Coriobacteriia	O	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP	clpX	-	-	ko:K03544	ko04112,map04112	-	-	-	ko00000,ko00001,ko03110	-	-	-	AAA_2,ClpB_D2-small,zf-C4_ClpX
WP_129422966.1	1034345.CAEM01000019_gene1656	1.01e-75	226.0	2B28C@1|root,31URW@2|Bacteria,2HW44@201174|Actinobacteria,4CXZ2@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_129422967.1	1034345.CAEM01000019_gene1655	1.96e-261	720.0	COG3633@1|root,COG3633@2|Bacteria,2I861@201174|Actinobacteria,4CU8S@84998|Coriobacteriia	84998|Coriobacteriia	E	Involved in the import of serine and threonine into the cell, with the concomitant import of sodium (symport system)	-	-	-	ko:K07862	-	-	-	-	ko00000,ko02000	2.A.23.4	-	-	SDF
WP_129422968.1	1034345.CAEM01000019_gene1654	7.9e-175	506.0	COG1432@1|root,COG1432@2|Bacteria,2HB6H@201174|Actinobacteria,4CVDQ@84998|Coriobacteriia	84998|Coriobacteriia	NU	NYN domain	-	-	-	-	-	-	-	-	-	-	-	-	NYN,OST-HTH
WP_129422969.1	479437.Elen_1937	5.86e-173	513.0	COG0577@1|root,COG0577@2|Bacteria,2IASZ@201174|Actinobacteria,4CUM4@84998|Coriobacteriia	84998|Coriobacteriia	V	Efflux ABC transporter, permease protein	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX
WP_129422970.1	502558.EGYY_18900	5.26e-108	331.0	COG0642@1|root,COG0642@2|Bacteria,2I6R8@201174|Actinobacteria,4CYM3@84998|Coriobacteriia	84998|Coriobacteriia	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA
WP_129422971.1	1034345.CAEM01000019_gene1653	0.0	1086.0	COG0025@1|root,COG0025@2|Bacteria,2GIUT@201174|Actinobacteria,4CUT8@84998|Coriobacteriia	84998|Coriobacteriia	P	PFAM sodium hydrogen exchanger	-	-	-	ko:K03316	-	-	-	-	ko00000	2.A.36	-	-	Na_H_Exchanger
WP_129422972.1	1034345.CAEM01000019_gene1652	0.0	1058.0	COG0018@1|root,COG0018@2|Bacteria,2GKQ3@201174|Actinobacteria,4CUI3@84998|Coriobacteriia	84998|Coriobacteriia	J	Arginyl-tRNA synthetase	argS	-	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
WP_129422973.1	502558.EGYY_08470	1.13e-203	566.0	COG0549@1|root,COG0549@2|Bacteria,2HWQ6@201174|Actinobacteria,4CUT3@84998|Coriobacteriia	84998|Coriobacteriia	E	Belongs to the carbamate kinase family	arcC	-	2.7.2.2	ko:K00926	ko00220,ko00230,ko00910,ko01100,ko01120,ko01200,map00220,map00230,map00910,map01100,map01120,map01200	-	R00150,R01395	RC00002,RC00043,RC02803,RC02804	ko00000,ko00001,ko01000	-	-	-	AA_kinase
WP_129422974.1	1034345.CAEM01000018_gene385	4.49e-233	642.0	COG0078@1|root,COG0078@2|Bacteria,2GJ6H@201174|Actinobacteria,4CUPQ@84998|Coriobacteriia	84998|Coriobacteriia	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	argF	-	2.1.3.3	ko:K00611	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
WP_129422975.1	1034345.CAEM01000018_gene384	5.62e-294	802.0	COG2235@1|root,COG2235@2|Bacteria,2GJTR@201174|Actinobacteria,4CUZS@84998|Coriobacteriia	84998|Coriobacteriia	E	Arginine deiminase	arcA	-	3.5.3.6	ko:K01478	ko00220,ko01100,ko01110,ko01130,map00220,map01100,map01110,map01130	-	R00552	RC00177	ko00000,ko00001,ko01000	-	-	-	Amidinotransf
WP_129422977.1	1034345.CAEM01000018_gene382	4.75e-187	522.0	COG0796@1|root,COG0796@2|Bacteria,2GN4I@201174|Actinobacteria,4CVD5@84998|Coriobacteriia	84998|Coriobacteriia	M	Provides the (R)-glutamate required for cell wall biosynthesis	murI	-	5.1.1.3	ko:K01776	ko00471,ko01100,map00471,map01100	-	R00260	RC00302	ko00000,ko00001,ko01000,ko01011	-	-	-	Asp_Glu_race
WP_129422978.1	502558.EGYY_19090	1.44e-74	227.0	COG2606@1|root,COG2606@2|Bacteria,2IHS8@201174|Actinobacteria,4CW0E@84998|Coriobacteriia	84998|Coriobacteriia	S	Belongs to the prolyl-tRNA editing family. YbaK EbsC subfamily	ybaK	-	-	ko:K03976	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	tRNA_edit
WP_129422979.1	657322.FPR_19890	3.22e-105	348.0	COG0642@1|root,COG0784@1|root,COG0642@2|Bacteria,COG0784@2|Bacteria,1TSDF@1239|Firmicutes,250SJ@186801|Clostridia,3WSRM@541000|Ruminococcaceae	186801|Clostridia	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,Response_reg
WP_129422981.1	1034345.CAEM01000018_gene378	3.44e-32	119.0	2B1CV@1|root,31TTE@2|Bacteria,2HV6B@201174|Actinobacteria,4CWDU@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_129422982.1	1034345.CAEM01000018_gene377	9.78e-102	295.0	COG0691@1|root,COG0691@2|Bacteria,2GJX1@201174|Actinobacteria,4CVMU@84998|Coriobacteriia	84998|Coriobacteriia	J	the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA	smpB	-	-	ko:K03664	-	-	-	-	ko00000	-	-	-	SmpB
WP_129422983.1	1034345.CAEM01000018_gene376	6.88e-219	609.0	COG1363@1|root,COG1363@2|Bacteria,2ID5X@201174|Actinobacteria,4CUPJ@84998|Coriobacteriia	84998|Coriobacteriia	G	M42 glutamyl aminopeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M42
WP_129422984.1	1034345.CAEM01000018_gene375	1.61e-85	254.0	COG2731@1|root,COG2731@2|Bacteria,2HV2Y@201174|Actinobacteria,4CW7H@84998|Coriobacteriia	84998|Coriobacteriia	G	Domain of unknown function (DUF386)	-	-	-	-	-	-	-	-	-	-	-	-	DUF386
WP_129422985.1	1034345.CAEM01000018_gene374	1.65e-79	240.0	COG1683@1|root,COG1683@2|Bacteria,2IJAV@201174|Actinobacteria,4CW8A@84998|Coriobacteriia	84998|Coriobacteriia	J	Protein of unknown function (DUF523)	-	-	2.4.2.1	ko:K03783	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244	RC00033,RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	Acetyltransf_3,DUF523
WP_129422986.1	1034345.CAEM01000018_gene373	7.9e-74	222.0	COG1433@1|root,COG1433@2|Bacteria,2HTJ6@201174|Actinobacteria,4CW20@84998|Coriobacteriia	84998|Coriobacteriia	K	Dinitrogenase iron-molybdenum cofactor	-	-	-	-	-	-	-	-	-	-	-	-	Nitro_FeMo-Co
WP_129422987.1	1034345.CAEM01000018_gene372	4.6e-115	332.0	COG1051@1|root,COG1051@2|Bacteria,2HT48@201174|Actinobacteria,4CVM5@84998|Coriobacteriia	84998|Coriobacteriia	F	NUDIX domain	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
WP_129422988.1	1034345.CAEM01000018_gene371	4.57e-192	541.0	COG3049@1|root,COG3049@2|Bacteria,2HUQ7@201174|Actinobacteria,4CVD6@84998|Coriobacteriia	84998|Coriobacteriia	M	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase	-	-	-	-	-	-	-	-	-	-	-	-	AAT,CBAH
