# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	538511	539149	-							SFHG_RS05680	639		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	538511	539149	-	WP_148514760.1	WP_148514760.1		TetR/AcrR family transcriptional regulator			SFHG_RS05680	639	212	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	539453	540751	-							SFHG_RS05685	1299		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	539453	540751	-	WP_042434791.1	WP_042434791.1		class I SAM-dependent rRNA methyltransferase			SFHG_RS05685	1299	432	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	540906	542693	-					aspS		SFHG_RS05690	1788		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	540906	542693	-	WP_042434794.1	WP_042434794.1		aspartate--tRNA ligase	aspS		SFHG_RS05690	1788	595	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	542923	544290	-					hisS		SFHG_RS05695	1368		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	542923	544290	-	WP_042434797.1	WP_042434797.1		histidine--tRNA ligase	hisS		SFHG_RS05695	1368	455	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	544516	547314	-							SFHG_RS05700	2799		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	544516	547314	-	WP_042434799.1	WP_042434799.1		hypothetical protein			SFHG_RS05700	2799	932	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	547560	547925	-							SFHG_RS05705	366		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	547560	547925	-	WP_042434802.1	WP_042434802.1		histidine triad nucleotide-binding protein			SFHG_RS05705	366	121	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	548051	549160	-					leuB		SFHG_RS05710	1110		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	548051	549160	-	WP_042434805.1	WP_042434805.1		3-isopropylmalate dehydrogenase	leuB		SFHG_RS05710	1110	369	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	549436	550773	+							SFHG_RS05715	1338		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	549436	550773	+	WP_042434809.1	WP_042434809.1		hypothetical protein			SFHG_RS05715	1338	445	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	551055	551552	-					leuD		SFHG_RS05720	498		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	551055	551552	-	WP_042434812.1	WP_042434812.1		3-isopropylmalate dehydratase small subunit	leuD		SFHG_RS05720	498	165	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	551575	552846	-					leuC		SFHG_RS05725	1272		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	551575	552846	-	WP_042434814.1	WP_042434814.1		3-isopropylmalate dehydratase large subunit	leuC		SFHG_RS05725	1272	423	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	553094	553612	-							SFHG_RS05730	519		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	553094	553612	-	WP_042434816.1	WP_042434816.1		hypothetical protein			SFHG_RS05730	519	172	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	553776	554675	-							SFHG_RS05735	900		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	553776	554675	-	WP_042434819.1	WP_042434819.1		peptidoglycan-binding protein			SFHG_RS05735	900	299	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	554685	555740	-							SFHG_RS05740	1056		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	554685	555740	-	WP_042435283.1	WP_042435283.1		polyprenyl synthetase family protein			SFHG_RS05740	1056	351	
gene	tRNA	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	555907	555991	+							SFHG_RS05745	85		
tRNA		GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	555907	555991	+				tRNA-Leu			SFHG_RS05745	85		anticodon=TAA
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	556123	557094	-							SFHG_RS05750	972		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	556123	557094	-	WP_052297815.1	WP_052297815.1		Ppx/GppA family phosphatase			SFHG_RS05750	972	323	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	557113	558099	-							SFHG_RS05755	987		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	557113	558099	-	WP_162096560.1	WP_162096560.1		septum formation initiator family protein			SFHG_RS05755	987	328	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	558285	558665	-							SFHG_RS05760	381		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	558285	558665	-	WP_042434821.1	WP_042434821.1		metal-dependent transcriptional regulator			SFHG_RS05760	381	126	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	559306	559531	-							SFHG_RS05765	226		partial
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	559306	559531	-	WP_222859220.1	WP_222859220.1		hypothetical protein			SFHG_RS05765	226	74	partial
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	561159	563753	-							SFHG_RS05770	2595		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	561159	563753	-	WP_042434823.1	WP_042434823.1		ferrous iron transporter B			SFHG_RS05770	2595	864	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	563936	564172	-							SFHG_RS05775	237		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	563936	564172	-	WP_042434827.1	WP_042434827.1		ferrous iron transport protein A			SFHG_RS05775	237	78	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	564303	564593	-							SFHG_RS05780	291		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	564303	564593	-	WP_238318277.1	WP_238318277.1		ferrous iron transport protein A			SFHG_RS05780	291	96	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	565037	566593	+					thrC		SFHG_RS05785	1557		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	565037	566593	+	WP_042434833.1	WP_042434833.1		threonine synthase	thrC		SFHG_RS05785	1557	518	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	566625	566975	+							SFHG_RS05790	351		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	566625	566975	+	WP_042434836.1	WP_042434836.1		LysR family transcriptional regulator			SFHG_RS05790	351	116	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	567159	569615	-							SFHG_RS05795	2457		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	567159	569615	-	WP_042434839.1	WP_042434839.1		hypothetical protein			SFHG_RS05795	2457	818	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	569800	570723	-							SFHG_RS05800	924		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	569800	570723	-	WP_081468948.1	WP_081468948.1		type II secretion system F family protein			SFHG_RS05800	924	307	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	570753	571670	-							SFHG_RS05805	918		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	570753	571670	-	WP_042434841.1	WP_042434841.1		type II secretion system F family protein			SFHG_RS05805	918	305	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	571684	573003	-					tadA		SFHG_RS05810	1320		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	571684	573003	-	WP_202898112.1	WP_202898112.1		Flp pilus assembly complex ATPase component TadA	tadA		SFHG_RS05810	1320	439	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	572993	573850	-					cpaB		SFHG_RS05815	858		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	572993	573850	-	WP_052297819.1	WP_052297819.1		Flp pilus assembly protein CpaB	cpaB		SFHG_RS05815	858	285	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	573867	574454	-							SFHG_RS05820	588		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	573867	574454	-	WP_042434847.1	WP_042434847.1		hypothetical protein			SFHG_RS05820	588	195	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	574451	574909	-							SFHG_RS05825	459		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	574451	574909	-	WP_148514763.1	WP_148514763.1		pilus assembly protein			SFHG_RS05825	459	152	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	574896	575378	-							SFHG_RS05830	483		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	574896	575378	-	WP_042434854.1	WP_042434854.1		hypothetical protein			SFHG_RS05830	483	160	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	575444	575692	-							SFHG_RS05835	249		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	575444	575692	-	WP_042434856.1	WP_042434856.1		hypothetical protein			SFHG_RS05835	249	82	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	575788	576678	-							SFHG_RS05840	891		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	575788	576678	-	WP_081468950.1	WP_081468950.1		prepilin peptidase			SFHG_RS05840	891	296	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	576675	577289	-							SFHG_RS05845	615		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	576675	577289	-	WP_042434859.1	WP_042434859.1		hypothetical protein			SFHG_RS05845	615	204	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	577286	577591	-							SFHG_RS05850	306		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	577286	577591	-	WP_202898113.1	WP_202898113.1		DUF192 domain-containing protein			SFHG_RS05850	306	101	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	577612	578091	-							SFHG_RS05855	480		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	577612	578091	-	WP_042434866.1	WP_042434866.1		hypothetical protein			SFHG_RS05855	480	159	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	578169	578621	-							SFHG_RS05860	453		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	578169	578621	-	WP_202898114.1	WP_202898114.1		hypothetical protein			SFHG_RS05860	453	150	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	578612	580741	-							SFHG_RS10415	2130		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	578612	580741	-	WP_052297821.1	WP_052297821.1		hypothetical protein			SFHG_RS10415	2130	709	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	580738	581247	-							SFHG_RS05870	510		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	580738	581247	-	WP_042434869.1	WP_042434869.1		pilus assembly protein			SFHG_RS05870	510	169	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	581275	581511	-							SFHG_RS05875	237		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	581275	581511	-	WP_042434871.1	WP_042434871.1		pilus assembly protein			SFHG_RS05875	237	78	
gene	pseudogene	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	581480	581680	-							SFHG_RS05880	201		pseudo
CDS	without_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	581480	581680	-				hypothetical protein			SFHG_RS05880	201		pseudo
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	581698	582621	-							SFHG_RS05885	924		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	581698	582621	-	WP_148514769.1	WP_148514769.1		type II secretion system F family protein			SFHG_RS05885	924	307	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	582621	583568	-							SFHG_RS05890	948		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	582621	583568	-	WP_042434874.1	WP_042434874.1		type II secretion system F family protein			SFHG_RS05890	948	315	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	583529	584857	-							SFHG_RS05895	1329		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	583529	584857	-	WP_042434877.1	WP_042434877.1		CpaF family protein			SFHG_RS05895	1329	442	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	584860	586389	-							SFHG_RS05900	1530		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	584860	586389	-	WP_042434880.1	WP_042434880.1		hypothetical protein			SFHG_RS05900	1530	509	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	586422	587075	-					cpaB		SFHG_RS05905	654		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	586422	587075	-	WP_042434883.1	WP_042434883.1		Flp pilus assembly protein CpaB	cpaB		SFHG_RS05905	654	217	
gene	tRNA	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	587522	587596	+							SFHG_RS05910	75		
tRNA		GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	587522	587596	+				tRNA-Val			SFHG_RS05910	75		anticodon=TAC
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	588012	589688	-					recN		SFHG_RS05915	1677		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	588012	589688	-	WP_042434886.1	WP_042434886.1		DNA repair protein RecN	recN		SFHG_RS05915	1677	558	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	589864	591897	-							SFHG_RS05920	2034		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	589864	591897	-	WP_202898115.1	WP_202898115.1		hypothetical protein			SFHG_RS05920	2034	677	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	591993	593534	+							SFHG_RS05925	1542		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	591993	593534	+	WP_042434888.1	WP_042434888.1		VWA-like domain-containing protein			SFHG_RS05925	1542	513	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	593562	595073	+							SFHG_RS05930	1512		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	593562	595073	+	WP_042434891.1	WP_042434891.1		MoxR family ATPase			SFHG_RS05930	1512	503	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	595343	595720	-							SFHG_RS05935	378		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	595343	595720	-	WP_238318278.1	WP_238318278.1		Rrf2 family transcriptional regulator			SFHG_RS05935	378	125	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	596276	597148	+							SFHG_RS05940	873		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	596276	597148	+	WP_081468952.1	WP_081468952.1		glycoside hydrolase family 25 protein			SFHG_RS05940	873	290	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	597238	598077	+					larE		SFHG_RS05945	840		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	597238	598077	+	WP_042434897.1	WP_042434897.1		ATP-dependent sacrificial sulfur transferase LarE	larE		SFHG_RS05945	840	279	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	598410	600527	-					uvrB		SFHG_RS05950	2118		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	598410	600527	-	WP_202898133.1	WP_202898133.1		excinuclease ABC subunit UvrB	uvrB		SFHG_RS05950	2118	705	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	600771	601379	-					coaE		SFHG_RS05955	609		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	600771	601379	-	WP_238318279.1	WP_238318279.1		dephospho-CoA kinase	coaE		SFHG_RS05955	609	202	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	601567	603735	+							SFHG_RS05960	2169		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	601567	603735	+	WP_081468953.1	WP_081468953.1		acetyltransferase			SFHG_RS05960	2169	722	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	604171	605373	-					rpsA		SFHG_RS05965	1203		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	604171	605373	-	WP_042434903.1	WP_042434903.1		30S ribosomal protein S1	rpsA		SFHG_RS05965	1203	400	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	605742	606161	-							SFHG_RS05970	420		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	605742	606161	-	WP_042434906.1	WP_042434906.1		transcriptional repressor			SFHG_RS05970	420	139	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	606443	606781	-							SFHG_RS05975	339		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	606443	606781	-	WP_042434907.1	WP_042434907.1		P-II family nitrogen regulator			SFHG_RS05975	339	112	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	606812	608086	-							SFHG_RS05980	1275		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	606812	608086	-	WP_042434908.1	WP_042434908.1		ammonium transporter			SFHG_RS05980	1275	424	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	608282	608788	+							SFHG_RS05985	507		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	608282	608788	+	WP_042434910.1	WP_042434910.1		GNAT family N-acetyltransferase			SFHG_RS05985	507	168	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	608965	610851	-					dxs		SFHG_RS05990	1887		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	608965	610851	-	WP_042434912.1	WP_042434912.1		1-deoxy-D-xylulose-5-phosphate synthase	dxs		SFHG_RS05990	1887	628	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	610897	611217	-					xseB		SFHG_RS05995	321		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	610897	611217	-	WP_042434916.1	WP_042434916.1		exodeoxyribonuclease VII small subunit	xseB		SFHG_RS05995	321	106	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	611230	611700	-					nusB		SFHG_RS06000	471		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	611230	611700	-	WP_042434919.1	WP_042434919.1		transcription antitermination factor NusB	nusB		SFHG_RS06000	471	156	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	611733	612086	-							SFHG_RS06005	354		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	611733	612086	-	WP_042434922.1	WP_042434922.1		Asp23/Gls24 family envelope stress response protein			SFHG_RS06005	354	117	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	612083	613435	-					accC		SFHG_RS06010	1353		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	612083	613435	-	WP_042434925.1	WP_042434925.1		acetyl-CoA carboxylase biotin carboxylase subunit	accC		SFHG_RS06010	1353	450	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	613437	615323	-					accB		SFHG_RS06015	1887		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	613437	615323	-	WP_042434928.1	WP_042434928.1		acetyl-CoA carboxylase biotin carboxyl carrier protein	accB		SFHG_RS06015	1887	628	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	615725	616252	-					efp		SFHG_RS06020	528		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	615725	616252	-	WP_202898134.1	WP_202898134.1		elongation factor P	efp		SFHG_RS06020	528	175	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	616340	617497	-							SFHG_RS06025	1158		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	616340	617497	-	WP_202898117.1	WP_202898117.1		Xaa-Pro peptidase family protein			SFHG_RS06025	1158	385	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	617487	617999	-					aroQ		SFHG_RS06030	513		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	617487	617999	-	WP_042434938.1	WP_042434938.1		type II 3-dehydroquinate dehydratase	aroQ		SFHG_RS06030	513	170	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	618135	619250	-					aroB		SFHG_RS06035	1116		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	618135	619250	-	WP_042434941.1	WP_042434941.1		3-dehydroquinate synthase	aroB		SFHG_RS06035	1116	371	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	619232	619903	-							SFHG_RS06040	672		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	619232	619903	-	WP_187364749.1	WP_187364749.1		shikimate kinase			SFHG_RS06040	672	223	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	619923	621098	-					aroC		SFHG_RS06045	1176		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	619923	621098	-	WP_042434943.1	WP_042434943.1		chorismate synthase	aroC		SFHG_RS06045	1176	391	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	621169	622119	-							SFHG_RS06050	951		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	621169	622119	-	WP_042434945.1	WP_042434945.1		shikimate dehydrogenase			SFHG_RS06050	951	316	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	622237	622803	-							SFHG_RS06055	567		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	622237	622803	-	WP_042434947.1	WP_042434947.1		HAD hydrolase-like protein			SFHG_RS06055	567	188	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	622812	623963	-					mltG		SFHG_RS06060	1152		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	622812	623963	-	WP_042434950.1	WP_042434950.1		endolytic transglycosylase MltG	mltG		SFHG_RS06060	1152	383	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	623968	624390	-					ruvX		SFHG_RS06065	423		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	623968	624390	-	WP_042434954.1	WP_042434954.1		Holliday junction resolvase RuvX	ruvX		SFHG_RS06065	423	140	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	624475	627099	-					alaS		SFHG_RS06070	2625		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	624475	627099	-	WP_202898135.1	WP_202898135.1		alanine--tRNA ligase	alaS		SFHG_RS06070	2625	874	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	627158	628435	-							SFHG_RS06075	1278		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	627158	628435	-	WP_042434960.1	WP_042434960.1		AI-2E family transporter			SFHG_RS06075	1278	425	
gene	protein_coding	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	628448	629080	-							SFHG_RS06080	633		
CDS	with_protein	GCF_000236865.1	Primary Assembly	unplaced scaffold		NZ_HE611015.1	628448	629080	-	WP_042434963.1	WP_042434963.1		hypothetical protein			SFHG_RS06080	633	210	
