## Mon Oct 10 06:51:57 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ypkmqep6 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ypkmqep6 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_ypkmqep6/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_102337404.1	521003.COLINT_02488	4.08e-95	281.0	COG0742@1|root,COG0742@2|Bacteria,2GQ3G@201174|Actinobacteria,4CVWK@84998|Coriobacteriia	84998|Coriobacteriia	L	RNA methyltransferase, RsmD family	rsmD	-	2.1.1.171	ko:K08316	-	-	R07234	RC00003	ko00000,ko01000,ko03009	-	-	-	Cons_hypoth95
WP_102337405.1	1232436.CAPF01000013_gene815	1.42e-90	268.0	COG0669@1|root,COG0669@2|Bacteria,2GN1S@201174|Actinobacteria,4CVRP@84998|Coriobacteriia	84998|Coriobacteriia	H	Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate	coaD	-	2.7.7.3	ko:K00954	ko00770,ko01100,map00770,map01100	M00120	R03035	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
WP_102337406.1	445975.COLSTE_01638	6.89e-73	223.0	COG1193@1|root,COG1193@2|Bacteria,2I6AG@201174|Actinobacteria,4CYJC@84998|Coriobacteriia	84998|Coriobacteriia	L	H( )-transporting two-sector ATPase subunit H.a (A-type ATP synthase) K02121	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_102337407.1	445975.COLSTE_01637	1.75e-102	299.0	COG1399@1|root,COG1399@2|Bacteria,2GJTS@201174|Actinobacteria,4CW3R@84998|Coriobacteriia	84998|Coriobacteriia	S	acr, cog1399	-	-	-	ko:K07040	-	-	-	-	ko00000	-	-	-	DUF177
WP_102337408.1	742722.HMPREF9463_01470	9.24e-33	113.0	COG0333@1|root,COG0333@2|Bacteria	2|Bacteria	J	Belongs to the bacterial ribosomal protein bL32 family	rpmF	GO:0000027,GO:0000302,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006950,GO:0006979,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009628,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042221,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1990904	-	ko:K02911	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_L32p
WP_102337409.1	521003.COLINT_02483	5.52e-187	526.0	COG0416@1|root,COG0416@2|Bacteria,2I8WT@201174|Actinobacteria,4CURT@84998|Coriobacteriia	84998|Coriobacteriia	I	Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA	plsX	-	2.3.1.15	ko:K03621	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	FA_synthesis
WP_102337410.1	521003.COLINT_02481	4.87e-151	427.0	COG0571@1|root,COG0571@2|Bacteria,2GKER@201174|Actinobacteria,4CUQ0@84998|Coriobacteriia	84998|Coriobacteriia	J	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	-	3.1.26.3	ko:K03685	ko03008,ko05205,map03008,map05205	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019,ko03036	-	-	-	Ribonucleas_3_3,dsrm
WP_102337412.1	445975.COLSTE_01630	2.95e-193	539.0	COG0552@1|root,COG0552@2|Bacteria,2GJQH@201174|Actinobacteria,4CU9Q@84998|Coriobacteriia	84998|Coriobacteriia	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)	ftsY	-	-	ko:K03110	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2,3.A.5.7	-	-	SRP54,SRP54_N
WP_102337413.1	521003.COLINT_02478	1.36e-288	796.0	COG0541@1|root,COG0541@2|Bacteria,2GK4R@201174|Actinobacteria,4CUDY@84998|Coriobacteriia	84998|Coriobacteriia	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	ffh	-	3.6.5.4	ko:K03106	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko01000,ko02044	3.A.5.1,3.A.5.2,3.A.5.7,3.A.5.8,3.A.5.9	-	-	SRP54,SRP54_N,SRP_SPB
WP_102337414.1	445975.COLSTE_01627	2.95e-202	560.0	COG0207@1|root,COG0207@2|Bacteria,2GKY0@201174|Actinobacteria,4CV30@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis	thyA	-	2.1.1.45	ko:K00560	ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523	M00053	R02101	RC00219,RC00332	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylat_synt
WP_102337415.1	445975.COLSTE_01626	9.08e-92	271.0	COG0262@1|root,COG0262@2|Bacteria,2IM1S@201174|Actinobacteria,4CVRF@84998|Coriobacteriia	84998|Coriobacteriia	H	Dihydrofolate reductase	folA	-	1.5.1.3	ko:K00287	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523	M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R11765	RC00109,RC00110,RC00158	ko00000,ko00001,ko00002,ko01000	-	-	-	DHFR_1
WP_102337416.1	445975.COLSTE_01624	1.58e-71	216.0	COG0346@1|root,COG0346@2|Bacteria,2HUWE@201174|Actinobacteria,4CVVF@84998|Coriobacteriia	84998|Coriobacteriia	E	PFAM Glyoxalase bleomycin resistance protein dioxygenase	-	-	4.4.1.5	ko:K01759	ko00620,map00620	-	R02530	RC00004,RC00740	ko00000,ko00001,ko01000	-	-	-	Glyoxalase,Glyoxalase_4
WP_102337418.1	521003.COLINT_02474	2.41e-278	767.0	COG0534@1|root,COG0534@2|Bacteria,2ID17@201174|Actinobacteria,4CV5N@84998|Coriobacteriia	84998|Coriobacteriia	V	MATE efflux family protein	-	-	-	-	-	-	-	-	-	-	-	-	MatE
WP_102337419.1	521003.COLINT_02472	9.24e-119	348.0	COG1432@1|root,COG1432@2|Bacteria,2HB6H@201174|Actinobacteria,4CVDQ@84998|Coriobacteriia	84998|Coriobacteriia	NU	NYN domain	-	-	-	-	-	-	-	-	-	-	-	-	NYN,OST-HTH
WP_102337420.1	445975.COLSTE_01618	1.36e-72	218.0	COG0335@1|root,COG0335@2|Bacteria,2IHRT@201174|Actinobacteria,4CVXA@84998|Coriobacteriia	84998|Coriobacteriia	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	rplS	-	-	ko:K02884	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L19
WP_102337421.1	445975.COLSTE_01617	5.06e-152	431.0	COG0164@1|root,COG0164@2|Bacteria,2GJFN@201174|Actinobacteria,4CUP0@84998|Coriobacteriia	84998|Coriobacteriia	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhB	-	3.1.26.4	ko:K03470	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_HII
WP_102337422.1	521003.COLINT_02468	4.26e-57	182.0	COG0792@1|root,COG0792@2|Bacteria,2IQ3X@201174|Actinobacteria,4CWB7@84998|Coriobacteriia	84998|Coriobacteriia	L	Belongs to the UPF0102 family	-	-	-	ko:K07460	-	-	-	-	ko00000	-	-	-	UPF0102
WP_102337424.1	521003.COLINT_02465	3.58e-265	733.0	COG1206@1|root,COG1206@2|Bacteria,2H3AD@201174|Actinobacteria,4CUI9@84998|Coriobacteriia	84998|Coriobacteriia	J	Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs	trmFO	-	2.1.1.74	ko:K04094	-	-	-	-	ko00000,ko01000,ko03016,ko03036	-	-	-	GIDA
WP_102337426.1	521003.COLINT_02463	3.27e-164	463.0	COG0052@1|root,COG0052@2|Bacteria,2GMYC@201174|Actinobacteria,4CU8M@84998|Coriobacteriia	84998|Coriobacteriia	J	Belongs to the universal ribosomal protein uS2 family	rpsB	-	-	ko:K02967	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S2
WP_102337427.1	445975.COLSTE_01610	2.36e-164	464.0	COG0264@1|root,COG0264@2|Bacteria,2GK4M@201174|Actinobacteria,4CU7J@84998|Coriobacteriia	84998|Coriobacteriia	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome	tsf	-	-	ko:K02357	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EF_TS
WP_102337428.1	445975.COLSTE_01609	1.05e-158	446.0	COG0528@1|root,COG0528@2|Bacteria,2GKWQ@201174|Actinobacteria,4CUD7@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the reversible phosphorylation of UMP to UDP	pyrH	-	2.7.4.22	ko:K09903	ko00240,ko01100,map00240,map01100	-	R00158	RC00002	ko00000,ko00001,ko01000	-	-	-	AA_kinase
WP_102337429.1	521003.COLINT_02460	2.75e-105	306.0	COG0233@1|root,COG0233@2|Bacteria,2GJ9J@201174|Actinobacteria,4CUVX@84998|Coriobacteriia	84998|Coriobacteriia	J	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another	frr	-	-	ko:K02838	-	-	-	-	ko00000,ko03012	-	-	-	RRF
WP_102337430.1	445975.COLSTE_01607	5.59e-158	446.0	COG0020@1|root,COG0020@2|Bacteria,2GIXF@201174|Actinobacteria,4CUVT@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	uppS	-	2.5.1.31	ko:K00806	ko00900,ko01110,map00900,map01110	-	R06447	RC00279,RC02839	ko00000,ko00001,ko01000,ko01006	-	-	-	Prenyltransf
WP_102337431.1	742722.HMPREF9463_01684	6.58e-190	537.0	COG0743@1|root,COG0743@2|Bacteria,2GIRV@201174|Actinobacteria,4CUA4@84998|Coriobacteriia	84998|Coriobacteriia	I	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP)	dxr	-	1.1.1.267	ko:K00099	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05688	RC01452	ko00000,ko00001,ko00002,ko01000	-	-	-	DXPR_C,DXP_redisom_C,DXP_reductoisom
WP_102337432.1	445975.COLSTE_01604	6.44e-185	531.0	COG0750@1|root,COG0750@2|Bacteria,2HUFX@201174|Actinobacteria,4CUH9@84998|Coriobacteriia	84998|Coriobacteriia	M	RIP metalloprotease RseP	-	-	-	ko:K11749	ko02024,ko04112,map02024,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	PDZ_2,Peptidase_M50
WP_102337433.1	445975.COLSTE_01603	5.51e-213	593.0	COG0821@1|root,COG0821@2|Bacteria,2GK2S@201174|Actinobacteria,4CUIV@84998|Coriobacteriia	84998|Coriobacteriia	I	Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	ispG	-	1.17.7.1,1.17.7.3	ko:K03526	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R08689,R10859	RC01486	ko00000,ko00001,ko00002,ko01000	-	-	-	GcpE
WP_102337434.1	445975.COLSTE_01595	0.0	1110.0	COG0488@1|root,COG0488@2|Bacteria,2GKQ4@201174|Actinobacteria,4CU9B@84998|Coriobacteriia	84998|Coriobacteriia	S	ABC transporter	-	-	-	ko:K06158	-	-	-	-	ko00000,ko03012	-	-	-	ABC_tran,ABC_tran_CTD,ABC_tran_Xtn
WP_102337435.1	445975.COLSTE_01594	1.7e-41	138.0	2B1IB@1|root,31TZF@2|Bacteria,2HVCB@201174|Actinobacteria,4CWNC@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_102337436.1	445975.COLSTE_01593	4.12e-94	281.0	COG1994@1|root,COG1994@2|Bacteria,2GM8E@201174|Actinobacteria,4CUK0@84998|Coriobacteriia	84998|Coriobacteriia	S	Peptidase M50	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50
WP_102337437.1	445975.COLSTE_01592	3.09e-161	455.0	COG1354@1|root,COG1354@2|Bacteria,2GN1U@201174|Actinobacteria,4CUNI@84998|Coriobacteriia	84998|Coriobacteriia	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	-	-	-	ko:K05896	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpA
WP_102337438.1	445975.COLSTE_01591	7.49e-132	378.0	COG1386@1|root,COG1386@2|Bacteria,2GISY@201174|Actinobacteria,4CVF5@84998|Coriobacteriia	84998|Coriobacteriia	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	scpB	-	-	ko:K06024	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpB
WP_102337439.1	521003.COLINT_02437	6.57e-121	349.0	COG0283@1|root,COG0283@2|Bacteria,2H3SI@201174|Actinobacteria,4CV84@84998|Coriobacteriia	84998|Coriobacteriia	F	Belongs to the cytidylate kinase family. Type 1 subfamily	cmk	-	2.7.4.25	ko:K00945	ko00240,ko01100,map00240,map01100	M00052	R00158,R00512,R01665	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyltransferase,Cytidylate_kin
WP_102337440.1	445975.COLSTE_01587	2.71e-127	370.0	COG0761@1|root,COG0761@2|Bacteria,2GIZ7@201174|Actinobacteria,4CUET@84998|Coriobacteriia	84998|Coriobacteriia	IM	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	ispH	-	1.17.7.4	ko:K03527	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05884,R08210	RC01137,RC01487	ko00000,ko00001,ko00002,ko01000	-	-	-	LYTB
WP_102337441.1	445975.COLSTE_01584	1e-303	830.0	COG1160@1|root,COG1160@2|Bacteria,2GJ8J@201174|Actinobacteria,4CUAJ@84998|Coriobacteriia	84998|Coriobacteriia	S	GTPase that plays an essential role in the late steps of ribosome biogenesis	der	-	-	ko:K03977	-	-	-	-	ko00000,ko03009	-	-	-	KH_dom-like,MMR_HSR1
WP_102337442.1	445975.COLSTE_01583	1.36e-89	270.0	COG0344@1|root,COG0344@2|Bacteria,2IF8Y@201174|Actinobacteria,4CVVI@84998|Coriobacteriia	84998|Coriobacteriia	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
WP_102337443.1	445975.COLSTE_01582	1.2e-194	545.0	COG0240@1|root,COG0240@2|Bacteria,2GJSD@201174|Actinobacteria,4CV3K@84998|Coriobacteriia	84998|Coriobacteriia	I	Glycerol-3-phosphate dehydrogenase	gpsA	-	1.1.1.94	ko:K00057	ko00564,ko01110,map00564,map01110	-	R00842,R00844	RC00029	ko00000,ko00001,ko01000	-	-	-	NAD_Gly3P_dh_C,NAD_Gly3P_dh_N
WP_102337444.1	521003.COLINT_02429	3.97e-122	352.0	COG0036@1|root,COG0036@2|Bacteria,2GJZ9@201174|Actinobacteria,4CV7E@84998|Coriobacteriia	84998|Coriobacteriia	G	Belongs to the ribulose-phosphate 3-epimerase family	rpe	-	5.1.3.1	ko:K01783	ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01529	RC00540	ko00000,ko00001,ko00002,ko01000	-	-	-	Ribul_P_3_epim
WP_102337445.1	521003.COLINT_02428	2.02e-198	559.0	COG1104@1|root,COG1104@2|Bacteria,2GKUT@201174|Actinobacteria,4CUVE@84998|Coriobacteriia	84998|Coriobacteriia	E	aminotransferase class V	-	-	2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5
WP_102337446.1	521003.COLINT_02427	1.92e-104	311.0	COG0327@1|root,COG0327@2|Bacteria,2GKHZ@201174|Actinobacteria,4CUEI@84998|Coriobacteriia	84998|Coriobacteriia	S	NIF3 (NGG1p interacting factor 3)	-	-	-	-	-	-	-	-	-	-	-	-	NIF3
WP_102337447.1	445975.COLSTE_01577	1.02e-92	279.0	COG1579@1|root,COG1579@2|Bacteria,2HTMR@201174|Actinobacteria,4CW4F@84998|Coriobacteriia	84998|Coriobacteriia	S	Zinc ribbon domain	-	-	-	ko:K07164	-	-	-	-	ko00000	-	-	-	zf-RING_7
WP_102337448.1	445975.COLSTE_01576	5.95e-219	612.0	COG0452@1|root,COG0452@2|Bacteria,2GJGJ@201174|Actinobacteria,4CUS0@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine	coaBC	-	4.1.1.36,6.3.2.5	ko:K13038	ko00770,ko01100,map00770,map01100	M00120	R03269,R04231	RC00064,RC00090,RC00822	ko00000,ko00001,ko00002,ko01000	-	-	-	DFP,Flavoprotein
WP_102337450.1	445975.COLSTE_01573	2.62e-81	242.0	COG1716@1|root,COG1716@2|Bacteria,2GK99@201174|Actinobacteria,4CVWA@84998|Coriobacteriia	84998|Coriobacteriia	T	FHA domain	-	-	-	-	-	-	-	-	-	-	-	-	FHA,Yop-YscD_cpl,zf-ribbon_3
WP_102337451.1	445975.COLSTE_01572	4.33e-177	497.0	COG0789@1|root,COG0789@2|Bacteria,2HBV6@201174|Actinobacteria,4CV77@84998|Coriobacteriia	84998|Coriobacteriia	K	helix_turn_helix, mercury resistance	-	-	-	-	-	-	-	-	-	-	-	-	MerR_1
WP_102337452.1	445975.COLSTE_01569	1.25e-146	420.0	COG1307@1|root,COG1307@2|Bacteria,2HUQQ@201174|Actinobacteria,4CVDY@84998|Coriobacteriia	84998|Coriobacteriia	S	Uncharacterised protein, DegV family COG1307	-	-	-	-	-	-	-	-	-	-	-	-	DegV
WP_102337453.1	445975.COLSTE_01567	2.85e-151	433.0	COG0492@1|root,COG0492@2|Bacteria,2GKD2@201174|Actinobacteria,4CVBT@84998|Coriobacteriia	84998|Coriobacteriia	C	Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family	-	-	1.8.1.9	ko:K00384	ko00450,map00450	-	R02016,R03596,R09372	RC00013,RC02518,RC02873	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2
WP_102337454.1	445975.COLSTE_01566	1.37e-237	661.0	COG0707@1|root,COG0707@2|Bacteria,2HUFZ@201174|Actinobacteria,4CUHJ@84998|Coriobacteriia	84998|Coriobacteriia	M	Monogalactosyldiacylglycerol (MGDG) synthase	-	-	2.4.1.315	ko:K03429	ko00561,ko01100,map00561,map01100	-	R02689,R04377	RC00005,RC00059	ko00000,ko00001,ko01000,ko01003	-	GT28	-	Glyco_tran_28_C,MGDG_synth
WP_102337455.1	521003.COLINT_02416	7.76e-260	718.0	COG2252@1|root,COG2252@2|Bacteria,2GKYD@201174|Actinobacteria,4CUN6@84998|Coriobacteriia	84998|Coriobacteriia	S	permease	-	-	-	ko:K06901	-	-	-	-	ko00000,ko02000	2.A.1.40	-	-	Xan_ur_permease
WP_102337456.1	1118060.CAGZ01000024_gene572	6.66e-75	226.0	COG0756@1|root,COG0756@2|Bacteria,2IHYY@201174|Actinobacteria,4CVRY@84998|Coriobacteriia	84998|Coriobacteriia	F	This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA	dut	-	3.6.1.23	ko:K01520	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00053	R02100,R11896	RC00002	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	dUTPase
WP_102337457.1	1232436.CAPF01000014_gene770	2.24e-85	253.0	COG1327@1|root,COG1327@2|Bacteria,2IHU9@201174|Actinobacteria,4CVYF@84998|Coriobacteriia	84998|Coriobacteriia	K	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	nrdR	-	-	ko:K07738	-	-	-	-	ko00000,ko03000	-	-	-	ATP-cone
WP_102337458.1	700015.Corgl_0971	1.4e-09	60.8	COG1388@1|root,COG1388@2|Bacteria	2|Bacteria	M	LysM domain	-	-	-	-	-	-	-	-	-	-	-	-	LysM
WP_102337459.1	1232436.CAPF01000014_gene772	4.4e-133	379.0	COG1974@1|root,COG1974@2|Bacteria,2GMBN@201174|Actinobacteria,4CVG6@84998|Coriobacteriia	84998|Coriobacteriia	K	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair	lexA	-	3.4.21.88	ko:K01356	-	M00729	-	-	ko00000,ko00002,ko01000,ko01002,ko03400	-	-	-	LexA_DNA_bind,Peptidase_S24
WP_102337461.1	742722.HMPREF9463_01636	1.59e-220	618.0	COG2262@1|root,COG2262@2|Bacteria,2GK55@201174|Actinobacteria,4CUJD@84998|Coriobacteriia	84998|Coriobacteriia	S	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis	hflX	-	-	ko:K03665	-	-	-	-	ko00000,ko03009	-	-	-	GTP-bdg_M,GTP-bdg_N,MMR_HSR1
WP_102337462.1	445975.COLSTE_01558	1.09e-150	431.0	COG0324@1|root,COG0324@2|Bacteria,2GKFT@201174|Actinobacteria,4CV6N@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)	miaA	-	2.5.1.75	ko:K00791	ko00908,ko01100,ko01110,map00908,map01100,map01110	-	R01122	RC02820	ko00000,ko00001,ko01000,ko01006,ko03016	-	-	-	IPPT
WP_102337463.1	521003.COLINT_02409	2.48e-294	807.0	COG0621@1|root,COG0621@2|Bacteria,2GJEV@201174|Actinobacteria,4CUYE@84998|Coriobacteriia	84998|Coriobacteriia	J	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine	miaB	-	2.8.4.3	ko:K06168	-	-	R10645,R10646,R10647	RC00003,RC00980,RC03221,RC03222	ko00000,ko01000,ko03016	-	-	-	Radical_SAM,TRAM,UPF0004
WP_102337464.1	445975.COLSTE_01556	5.11e-58	181.0	COG2359@1|root,COG2359@2|Bacteria,2HV5H@201174|Actinobacteria,4CWCG@84998|Coriobacteriia	84998|Coriobacteriia	S	Stage V sporulation protein S	spoVS	-	-	ko:K06416	-	-	-	-	ko00000	-	-	-	SpoVS
WP_102337465.1	445975.COLSTE_01555	7.81e-206	575.0	COG0323@1|root,COG0323@2|Bacteria,2H8CS@201174|Actinobacteria,4CUJV@84998|Coriobacteriia	84998|Coriobacteriia	L	histidine kinase DNA gyrase B	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HATPase_c_3
WP_102337466.1	1232436.CAPF01000014_gene779	7.99e-270	750.0	COG1418@1|root,COG1418@2|Bacteria,2I9DW@201174|Actinobacteria,4CURU@84998|Coriobacteriia	84998|Coriobacteriia	NU	Endoribonuclease that initiates mRNA decay	rny	-	-	ko:K18682	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	DUF3552,HD,KH_1
WP_102337467.1	445975.COLSTE_01552	3.07e-93	279.0	COG2137@1|root,COG2137@2|Bacteria,2HV16@201174|Actinobacteria,4CW4R@84998|Coriobacteriia	84998|Coriobacteriia	S	Modulates RecA activity	recX	-	-	ko:K03565	-	-	-	-	ko00000,ko03400	-	-	-	RecX
