# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	594198	596036	-							E5982_RS02605	1839		old_locus_tag=E5982_02605
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	594198	596036	-	WP_136845347.1	WP_136845347.1		hypothetical protein			E5982_RS02605	1839	612	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	596121	597083	-							E5982_RS02610	963		old_locus_tag=E5982_02610
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	596121	597083	-	WP_169301784.1	WP_169301784.1		zinc ribbon domain-containing protein			E5982_RS02610	963	320	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	597101	597763	-							E5982_RS02615	663		old_locus_tag=E5982_02615
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	597101	597763	-	WP_169301785.1	WP_169301785.1		zinc ribbon domain-containing protein			E5982_RS02615	663	220	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	597822	598988	-							E5982_RS02620	1167		old_locus_tag=E5982_02620
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	597822	598988	-	WP_136845350.1	WP_136845350.1		hypothetical protein			E5982_RS02620	1167	388	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	599833	601434	+							E5982_RS02625	1602		old_locus_tag=E5982_02625
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	599833	601434	+	WP_136845351.1	WP_136845351.1		CTP synthase			E5982_RS02625	1602	533	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	601534	603015	+							E5982_RS02630	1482		old_locus_tag=E5982_02630
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	601534	603015	+	WP_136845352.1	WP_136845352.1		DUF1846 domain-containing protein			E5982_RS02630	1482	493	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	603093	603881	-					map		E5982_RS02635	789		old_locus_tag=E5982_02635
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	603093	603881	-	WP_136845353.1	WP_136845353.1		type I methionyl aminopeptidase	map		E5982_RS02635	789	262	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	603918	605849	-							E5982_RS02640	1932		old_locus_tag=E5982_02640
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	603918	605849	-	WP_123185780.1	WP_123185780.1		murein biosynthesis integral membrane protein MurJ			E5982_RS02640	1932	643	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	605913	606824	+							E5982_RS02645	912		old_locus_tag=E5982_02645
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	605913	606824	+	WP_123185779.1	WP_123185779.1		NAD(+)/NADH kinase			E5982_RS02645	912	303	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	606900	607607	-					rplA		E5982_RS02650	708		old_locus_tag=E5982_02650
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	606900	607607	-	WP_136845354.1	WP_136845354.1		50S ribosomal protein L1	rplA		E5982_RS02650	708	235	
gene	pseudogene	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	607769	608191	-					rplK		E5982_RS02655	423		partial;pseudo;old_locus_tag=E5982_02655
CDS	without_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	607769	608191	-				50S ribosomal protein L11	rplK		E5982_RS02655	423		partial;pseudo
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	608302	608832	-					nusG		E5982_RS02660	531		old_locus_tag=E5982_02660
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	608302	608832	-	WP_123185776.1	WP_123185776.1		transcription termination/antitermination protein NusG	nusG		E5982_RS02660	531	176	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	608840	609238	-					secE		E5982_RS02665	399		old_locus_tag=E5982_02665
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	608840	609238	-	WP_123185775.1	WP_123185775.1		preprotein translocase subunit SecE	secE		E5982_RS02665	399	132	
gene	tRNA	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	609306	609381	-							E5982_RS02670	76		old_locus_tag=E5982_02670
tRNA		GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	609306	609381	-				tRNA-Trp			E5982_RS02670	76		anticodon=CCA
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	609407	609556	-					rpmG		E5982_RS02675	150		old_locus_tag=E5982_02675
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	609407	609556	-	WP_123185774.1	WP_123185774.1		50S ribosomal protein L33	rpmG		E5982_RS02675	150	49	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	609675	610877	-					tuf		E5982_RS02680	1203		old_locus_tag=E5982_02680
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	609675	610877	-	WP_123185773.1	WP_123185773.1		elongation factor Tu	tuf		E5982_RS02680	1203	400	
gene	tRNA	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	610958	611034	-							E5982_RS02685	77		old_locus_tag=E5982_02685
tRNA		GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	610958	611034	-				tRNA-Met			E5982_RS02685	77		anticodon=CAT
gene	tRNA	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	611212	611287	-							E5982_RS02690	76		old_locus_tag=E5982_02690
tRNA		GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	611212	611287	-				tRNA-Thr			E5982_RS02690	76		anticodon=GGT
gene	tRNA	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	611325	611409	-							E5982_RS02695	85		old_locus_tag=E5982_02695
tRNA		GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	611325	611409	-				tRNA-Tyr			E5982_RS02695	85		anticodon=GTA
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	611813	613147	+							E5982_RS09710	1335		
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	611813	613147	+	WP_235870110.1	WP_235870110.1		NlpC/P60 family protein			E5982_RS09710	1335	444	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	613409	614563	+							E5982_RS02705	1155		old_locus_tag=E5982_02705
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	613409	614563	+	WP_136845356.1	WP_136845356.1		C40 family peptidase			E5982_RS02705	1155	384	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	614641	615840	-							E5982_RS02710	1200		old_locus_tag=E5982_02710
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	614641	615840	-	WP_235870111.1	WP_235870111.1		FprA family A-type flavoprotein			E5982_RS02710	1200	399	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	615996	617558	-					putP		E5982_RS02715	1563		old_locus_tag=E5982_02715
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	615996	617558	-	WP_136845358.1	WP_136845358.1		sodium/proline symporter PutP	putP		E5982_RS02715	1563	520	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	617726	619006	+							E5982_RS02720	1281		old_locus_tag=E5982_02720
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	617726	619006	+	WP_136845359.1	WP_136845359.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			E5982_RS02720	1281	426	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	619326	619979	+							E5982_RS02725	654		old_locus_tag=E5982_02725
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000001.1	619326	619979	+	WP_136845360.1	WP_136845360.1		hypothetical protein			E5982_RS02725	654	217	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000010.1	538	39567	+							E5982_RS09495	39030		old_locus_tag=E5982_09495
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000010.1	538	39567	+	WP_136846235.1	WP_136846235.1		InlB B-repeat-containing protein			E5982_RS09495	39030	13009	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	2	874	+					lgt		E5982_RS09500	873		old_locus_tag=E5982_09500
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	2	874	+	WP_235870222.1	WP_235870222.1		prolipoprotein diacylglyceryl transferase	lgt		E5982_RS09500	873	290	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	1029	1409	+							E5982_RS09505	381		old_locus_tag=E5982_09505
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	1029	1409	+	WP_123186272.1	WP_123186272.1		desulfoferrodoxin			E5982_RS09505	381	126	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	1765	2049	+							E5982_RS09510	285		old_locus_tag=E5982_09510
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	1765	2049	+	WP_123186273.1	WP_123186273.1		type II toxin-antitoxin system RelB/DinJ family antitoxin			E5982_RS09510	285	94	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	2033	2482	+							E5982_RS09515	450		old_locus_tag=E5982_09515
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	2033	2482	+	WP_136846237.1	WP_136846237.1		PIN domain-containing protein			E5982_RS09515	450	149	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	2707	3159	+					rpmE		E5982_RS09520	453		old_locus_tag=E5982_09520
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	2707	3159	+	WP_123186275.1	WP_123186275.1		50S ribosomal protein L31	rpmE		E5982_RS09520	453	150	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	3294	4610	+							E5982_RS09525	1317		old_locus_tag=E5982_09525
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	3294	4610	+	WP_211236215.1	WP_211236215.1		glutamine synthetase family protein			E5982_RS09525	1317	438	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	4623	5285	+							E5982_RS09530	663		old_locus_tag=E5982_09530
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	4623	5285	+	WP_214646991.1	WP_214646991.1		winged helix-turn-helix domain-containing protein			E5982_RS09530	663	220	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	5724	8393	+					polA		E5982_RS09535	2670		old_locus_tag=E5982_09535
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	5724	8393	+	WP_136846239.1	WP_136846239.1		DNA polymerase I	polA		E5982_RS09535	2670	889	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	8825	9163	-							E5982_RS09950	339		
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	8825	9163	-	WP_235870223.1	WP_235870223.1		cytochrome c3 family protein			E5982_RS09950	339	112	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	9160	9507	-							E5982_RS09955	348		
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	9160	9507	-	WP_235870224.1	WP_235870224.1		hypothetical protein			E5982_RS09955	348	115	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	9532	11418	-							E5982_RS09545	1887		old_locus_tag=E5982_09545
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	9532	11418	-	WP_235870225.1	WP_235870225.1		FAD-binding protein			E5982_RS09545	1887	628	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	11729	13339	+							E5982_RS09550	1611		old_locus_tag=E5982_09550
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	11729	13339	+	WP_136846240.1	WP_136846240.1		helix-turn-helix transcriptional regulator			E5982_RS09550	1611	536	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	13597	15558	+							E5982_RS09555	1962		old_locus_tag=E5982_09555
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	13597	15558	+	WP_235870226.1	WP_235870226.1		MDR family MFS transporter			E5982_RS09555	1962	653	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	16081	17031	-							E5982_RS09560	951		old_locus_tag=E5982_09560
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	16081	17031	-	WP_123186341.1	WP_123186341.1		hypothetical protein			E5982_RS09560	951	316	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	17390	18883	+							E5982_RS09565	1494		old_locus_tag=E5982_09565
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000011.1	17390	18883	+	WP_136846241.1	WP_136846241.1		DEAD/DEAH box helicase			E5982_RS09565	1494	497	
gene	rRNA	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000012.1	57	171	-					rrf		E5982_RS09570	115		old_locus_tag=E5982_09570
rRNA		GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000012.1	57	171	-				5S ribosomal RNA	rrf		E5982_RS09570	115		
gene	rRNA	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000012.1	275	3241	-							E5982_RS09575	2967		old_locus_tag=E5982_09575
rRNA		GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000012.1	275	3241	-				23S ribosomal RNA			E5982_RS09575	2967		
gene	rRNA	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000012.1	3592	5099	-							E5982_RS09580	1508		old_locus_tag=E5982_09580
rRNA		GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000012.1	3592	5099	-				16S ribosomal RNA			E5982_RS09580	1508		
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000013.1	1	960	+					nrfD		E5982_RS09585	960		partial;old_locus_tag=E5982_09585
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000013.1	1	960	+	WP_136846244.1	WP_136846244.1		polysulfide reductase NrfD	nrfD		E5982_RS09585	960	320	partial
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000014.1	1	654	+							E5982_RS09590	654		partial;old_locus_tag=E5982_09590
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000014.1	1	654	+	WP_136846245.1	WP_136846245.1		carbamate kinase			E5982_RS09590	654	217	partial
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	181	780	+							E5982_RS02730	600		old_locus_tag=E5982_02730
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	181	780	+	WP_136845385.1	WP_136845385.1		hypothetical protein			E5982_RS02730	600	199	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	869	1954	+							E5982_RS02735	1086		old_locus_tag=E5982_02735
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	869	1954	+	WP_235870115.1	WP_235870115.1		isocitrate/isopropylmalate dehydrogenase family protein			E5982_RS02735	1086	361	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	1963	4626	+					acnA		E5982_RS02740	2664		old_locus_tag=E5982_02740
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	1963	4626	+	WP_235870116.1	WP_235870116.1		aconitate hydratase AcnA	acnA		E5982_RS02740	2664	887	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	4979	7063	+							E5982_RS02745	2085		old_locus_tag=E5982_02745
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	4979	7063	+	WP_214647014.1	WP_214647014.1		Tat pathway signal sequence			E5982_RS02745	2085	694	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	7314	7967	+							E5982_RS02750	654		old_locus_tag=E5982_02750
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	7314	7967	+	WP_136845387.1	WP_136845387.1		hypothetical protein			E5982_RS02750	654	217	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	8024	10735	+							E5982_RS02755	2712		old_locus_tag=E5982_02755
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	8024	10735	+	WP_123186260.1	WP_123186260.1		molybdopterin-dependent oxidoreductase			E5982_RS02755	2712	903	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	10725	11354	+							E5982_RS02760	630		old_locus_tag=E5982_02760
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	10725	11354	+	WP_123186261.1	WP_123186261.1		4Fe-4S dicluster domain-containing protein			E5982_RS02760	630	209	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	11367	12179	+							E5982_RS02765	813		old_locus_tag=E5982_02765
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	11367	12179	+	WP_136845388.1	WP_136845388.1		DMSO reductase			E5982_RS02765	813	270	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	12250	13035	+							E5982_RS02770	786		old_locus_tag=E5982_02770
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	12250	13035	+	WP_136845389.1	WP_136845389.1		molecular chaperone TorD family protein			E5982_RS02770	786	261	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	13032	13649	+							E5982_RS02775	618		old_locus_tag=E5982_02775
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	13032	13649	+	WP_123186264.1	WP_123186264.1		4Fe-4S dicluster domain-containing protein			E5982_RS02775	618	205	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	13662	14540	+							E5982_RS02780	879		old_locus_tag=E5982_02780
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	13662	14540	+	WP_123186265.1	WP_123186265.1		4Fe-4S binding protein			E5982_RS02780	879	292	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	14681	16264	+							E5982_RS02785	1584		old_locus_tag=E5982_02785
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	14681	16264	+	WP_169301787.1	WP_169301787.1		LuxR C-terminal-related transcriptional regulator			E5982_RS02785	1584	527	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	16565	17083	+					rplJ		E5982_RS02790	519		old_locus_tag=E5982_02790
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	16565	17083	+	WP_123186267.1	WP_123186267.1		50S ribosomal protein L10	rplJ		E5982_RS02790	519	172	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	17173	17550	+					rplL		E5982_RS02795	378		old_locus_tag=E5982_02795
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	17173	17550	+	WP_123186268.1	WP_123186268.1		50S ribosomal protein L7/L12	rplL		E5982_RS02795	378	125	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	17669	18391	+							E5982_RS02800	723		old_locus_tag=E5982_02800
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	17669	18391	+	WP_136845391.1	WP_136845391.1		ThiF family adenylyltransferase			E5982_RS02800	723	240	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	18480	19718	-							E5982_RS02805	1239		old_locus_tag=E5982_02805
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	18480	19718	-	WP_136845392.1	WP_136845392.1		hypothetical protein			E5982_RS02805	1239	412	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	19898	21817	-					cadA		E5982_RS02810	1920		old_locus_tag=E5982_02810
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	19898	21817	-	WP_136845393.1	WP_136845393.1		cadmium-translocating P-type ATPase	cadA		E5982_RS02810	1920	639	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	22293	22520	-							E5982_RS02815	228		old_locus_tag=E5982_02815
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	22293	22520	-	WP_136845394.1	WP_136845394.1		cation transporter			E5982_RS02815	228	75	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	22551	22835	-							E5982_RS02820	285		old_locus_tag=E5982_02820
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	22551	22835	-	WP_214647031.1	WP_214647031.1		winged helix-turn-helix domain-containing protein			E5982_RS02820	285	94	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	23163	24032	+							E5982_RS02825	870		old_locus_tag=E5982_02825
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	23163	24032	+	WP_169301788.1	WP_169301788.1		tyrosine-protein phosphatase			E5982_RS02825	870	289	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	24149	25741	+					guaA		E5982_RS02830	1593		old_locus_tag=E5982_02830
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	24149	25741	+	WP_136845396.1	WP_136845396.1		glutamine-hydrolyzing GMP synthase	guaA		E5982_RS02830	1593	530	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	26359	26772	-							E5982_RS02835	414		old_locus_tag=E5982_02835
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	26359	26772	-	WP_136845397.1	WP_136845397.1		helix-turn-helix domain-containing protein			E5982_RS02835	414	137	
gene	pseudogene	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	27118	28190	+							E5982_RS02845	1073		pseudo;old_locus_tag=E5982_02845
CDS	without_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	27118	28190	+				site-specific integrase			E5982_RS02845	1073		pseudo
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	28196	28621	+							E5982_RS02850	426		old_locus_tag=E5982_02850
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	28196	28621	+	WP_136845398.1	WP_136845398.1		hypothetical protein			E5982_RS02850	426	141	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	28625	29086	-							E5982_RS09835	462		
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	28625	29086	-	WP_235870117.1	WP_235870117.1		DUF4268 domain-containing protein			E5982_RS09835	462	153	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	29548	29880	-							E5982_RS02860	333		old_locus_tag=E5982_02860
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	29548	29880	-	WP_136845399.1	WP_136845399.1		hypothetical protein			E5982_RS02860	333	110	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	29892	32024	-							E5982_RS02865	2133		old_locus_tag=E5982_02865
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	29892	32024	-	WP_136845400.1	WP_136845400.1		hypothetical protein			E5982_RS02865	2133	710	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	32167	34110	-							E5982_RS02870	1944		old_locus_tag=E5982_02870
CDS	with_protein	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	32167	34110	-	WP_136845401.1	WP_136845401.1		SNF2-related protein			E5982_RS02870	1944	647	
gene	protein_coding	GCF_005046025.1	Primary Assembly	unplaced scaffold		NZ_SSTM01000002.1	34097	35308	-							E5982_RS02875	1212		old_locus_tag=E5982_02875
