# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	260718	261218	+							C1711_RS01080	501		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	260718	261218	+	WP_102337406.1	WP_102337406.1		ATPase			C1711_RS01080	501	166	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	261222	261776	+							C1711_RS01085	555		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	261222	261776	+	WP_102337407.1	WP_102337407.1		DUF177 domain-containing protein			C1711_RS01085	555	184	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	261921	262100	+					rpmF		C1711_RS01090	180		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	261921	262100	+	WP_102337408.1	WP_102337408.1		50S ribosomal protein L32	rpmF		C1711_RS01090	180	59	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	262174	263190	+					plsX		C1711_RS01095	1017		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	262174	263190	+	WP_102337409.1	WP_102337409.1		phosphate acyltransferase PlsX	plsX		C1711_RS01095	1017	338	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	263315	263557	+							C1711_RS01100	243		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	263315	263557	+	WP_102338504.1	WP_102338504.1		phosphopantetheine-binding protein			C1711_RS01100	243	80	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	263562	264287	+					rnc		C1711_RS01105	726		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	263562	264287	+	WP_102337410.1	WP_102337410.1		ribonuclease III	rnc		C1711_RS01105	726	241	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	264354	267833	+					smc		C1711_RS01110	3480		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	264354	267833	+	WP_234346138.1	WP_234346138.1		chromosome segregation protein SMC	smc		C1711_RS01110	3480	1159	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	267833	268747	+					ftsY		C1711_RS01115	915		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	267833	268747	+	WP_102337412.1	WP_102337412.1		signal recognition particle-docking protein FtsY	ftsY		C1711_RS01115	915	304	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	268794	270272	+					ffh		C1711_RS01120	1479		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	268794	270272	+	WP_102337413.1	WP_102337413.1		signal recognition particle protein	ffh		C1711_RS01120	1479	492	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	270284	271132	+					thyA		C1711_RS01125	849		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	270284	271132	+	WP_102337414.1	WP_102337414.1		thymidylate synthase	thyA		C1711_RS01125	849	282	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	271136	271648	+							C1711_RS01130	513		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	271136	271648	+	WP_102337415.1	WP_102337415.1		dihydrofolate reductase			C1711_RS01130	513	170	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	271672	272040	+							C1711_RS01135	369		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	271672	272040	+	WP_102337416.1	WP_102337416.1		VOC family protein			C1711_RS01135	369	122	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	272078	272998	+							C1711_RS01140	921		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	272078	272998	+	WP_234346146.1	WP_234346146.1		RNA methyltransferase			C1711_RS01140	921	306	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	273165	274547	+							C1711_RS01145	1383		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	273165	274547	+	WP_102337418.1	WP_102337418.1		MATE family efflux transporter			C1711_RS01145	1383	460	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	274655	276559	+					ftsH		C1711_RS01150	1905		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	274655	276559	+	WP_199824820.1	WP_199824820.1		ATP-dependent zinc metalloprotease FtsH	ftsH		C1711_RS01150	1905	634	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	276600	277406	+							C1711_RS01155	807		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	276600	277406	+	WP_102337419.1	WP_102337419.1		NYN domain-containing protein			C1711_RS01155	807	268	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	277570	277911	+					rplS		C1711_RS01160	342		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	277570	277911	+	WP_102337420.1	WP_102337420.1		50S ribosomal protein L19	rplS		C1711_RS01160	342	113	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	278011	278799	+							C1711_RS01165	789		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	278011	278799	+	WP_102337421.1	WP_102337421.1		ribonuclease HII			C1711_RS01165	789	262	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	278974	279462	+							C1711_RS01170	489		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	278974	279462	+	WP_102337422.1	WP_102337422.1		YraN family protein			C1711_RS01170	489	162	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	279477	281000	+							C1711_RS01175	1524		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	279477	281000	+	WP_102338506.1	WP_102338506.1		YifB family Mg chelatase-like AAA ATPase			C1711_RS01175	1524	507	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	281002	281913	+							C1711_RS01180	912		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	281002	281913	+	WP_234346147.1	WP_234346147.1		DNA-protecting protein DprA			C1711_RS01180	912	303	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	281941	283275	+					trmFO		C1711_RS01185	1335		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	281941	283275	+	WP_102337424.1	WP_102337424.1		methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	trmFO		C1711_RS01185	1335	444	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	283354	284199	+							C1711_RS01190	846		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	283354	284199	+	WP_234346155.1	WP_234346155.1		tyrosine recombinase			C1711_RS01190	846	281	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	284418	285179	+					rpsB		C1711_RS01195	762		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	284418	285179	+	WP_102337426.1	WP_102337426.1		30S ribosomal protein S2	rpsB		C1711_RS01195	762	253	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	285223	286092	+					tsf		C1711_RS01200	870		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	285223	286092	+	WP_102337427.1	WP_102337427.1		translation elongation factor Ts	tsf		C1711_RS01200	870	289	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	286225	286947	+					pyrH		C1711_RS01205	723		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	286225	286947	+	WP_102337428.1	WP_102337428.1		UMP kinase	pyrH		C1711_RS01205	723	240	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	286950	287483	+					frr		C1711_RS01210	534		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	286950	287483	+	WP_102337429.1	WP_102337429.1		ribosome recycling factor	frr		C1711_RS01210	534	177	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	287486	288274	+							C1711_RS01215	789		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	287486	288274	+	WP_102337430.1	WP_102337430.1		isoprenyl transferase			C1711_RS01215	789	262	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	288433	289182	+							C1711_RS01220	750		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	288433	289182	+	WP_234346156.1	WP_234346156.1		phosphatidate cytidylyltransferase			C1711_RS01220	750	249	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	289236	290384	+					dxr		C1711_RS01225	1149		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	289236	290384	+	WP_102337431.1	WP_102337431.1		1-deoxy-D-xylulose-5-phosphate reductoisomerase	dxr		C1711_RS01225	1149	382	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	290490	291860	+							C1711_RS01230	1371		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	290490	291860	+	WP_102337432.1	WP_102337432.1		site-2 protease family protein			C1711_RS01230	1371	456	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	291875	292936	+					ispG		C1711_RS01235	1062		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	291875	292936	+	WP_102337433.1	WP_102337433.1		flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	ispG		C1711_RS01235	1062	353	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	293006	294715	+							C1711_RS01240	1710		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	293006	294715	+	WP_102338508.1	WP_102338508.1		proline--tRNA ligase			C1711_RS01240	1710	569	
gene	tRNA	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	294850	294925	+							C1711_RS01245	76		
tRNA		GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	294850	294925	+				tRNA-Ala			C1711_RS01245	76		anticodon=GGC
gene	tRNA	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	294946	295018	+							C1711_RS01250	73		
tRNA		GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	294946	295018	+				tRNA-Ala			C1711_RS01250	73		anticodon=GGC
gene	tRNA	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	295072	295147	+							C1711_RS01255	76		
tRNA		GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	295072	295147	+				tRNA-Ile			C1711_RS01255	76		anticodon=CAT
gene	tRNA	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	295385	295459	+							C1711_RS01260	75		
tRNA		GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	295385	295459	+				tRNA-Val			C1711_RS01260	75		anticodon=CAC
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	295579	297618	+							C1711_RS01265	2040		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	295579	297618	+	WP_102337434.1	WP_102337434.1		ATP-binding cassette domain-containing protein			C1711_RS01265	2040	679	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	297605	297901	+							C1711_RS01270	297		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	297605	297901	+	WP_102337435.1	WP_102337435.1		hypothetical protein			C1711_RS01270	297	98	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	297920	298600	+							C1711_RS01275	681		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	297920	298600	+	WP_102337436.1	WP_102337436.1		site-2 protease family protein			C1711_RS01275	681	226	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	298664	299473	+							C1711_RS01280	810		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	298664	299473	+	WP_102337437.1	WP_102337437.1		segregation/condensation protein A			C1711_RS01280	810	269	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	299470	300183	+					scpB		C1711_RS01285	714		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	299470	300183	+	WP_102337438.1	WP_102337438.1		SMC-Scp complex subunit ScpB	scpB		C1711_RS01285	714	237	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	300203	301000	+							C1711_RS01290	798		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	300203	301000	+	WP_234346356.1	WP_234346356.1		rRNA pseudouridine synthase			C1711_RS01290	798	265	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	301009	301689	+					cmk		C1711_RS01295	681		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	301009	301689	+	WP_102337439.1	WP_102337439.1		(d)CMP kinase	cmk		C1711_RS01295	681	226	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	301693	302433	+							C1711_RS01300	741		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	301693	302433	+	WP_199824821.1	WP_199824821.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			C1711_RS01300	741	246	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	302433	303284	+							C1711_RS01305	852		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	302433	303284	+	WP_102337440.1	WP_102337440.1		4-hydroxy-3-methylbut-2-enyl diphosphate reductase			C1711_RS01305	852	283	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	303294	304721	+							C1711_RS01310	1428		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	303294	304721	+	WP_234346158.1	WP_234346158.1		DUF512 domain-containing protein			C1711_RS01310	1428	475	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	304907	306250	+					der		C1711_RS01315	1344		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	304907	306250	+	WP_102337441.1	WP_102337441.1		ribosome biogenesis GTPase Der	der		C1711_RS01315	1344	447	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	306257	306952	+					plsY		C1711_RS01320	696		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	306257	306952	+	WP_102337442.1	WP_102337442.1		glycerol-3-phosphate 1-O-acyltransferase PlsY	plsY		C1711_RS01320	696	231	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	306949	307956	+							C1711_RS01325	1008		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	306949	307956	+	WP_102337443.1	WP_102337443.1		NAD(P)-dependent glycerol-3-phosphate dehydrogenase			C1711_RS01325	1008	335	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	307975	308655	+					rpe		C1711_RS01330	681		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	307975	308655	+	WP_102337444.1	WP_102337444.1		ribulose-phosphate 3-epimerase	rpe		C1711_RS01330	681	226	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	308658	309821	+							C1711_RS01335	1164		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	308658	309821	+	WP_102337445.1	WP_102337445.1		cysteine desulfurase			C1711_RS01335	1164	387	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	309822	310613	+							C1711_RS01340	792		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	309822	310613	+	WP_102337446.1	WP_102337446.1		Nif3-like dinuclear metal center hexameric protein			C1711_RS01340	792	263	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	310625	311338	+							C1711_RS01345	714		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	310625	311338	+	WP_102337447.1	WP_102337447.1		hypothetical protein			C1711_RS01345	714	237	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	311340	312548	+					coaBC		C1711_RS01350	1209		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	311340	312548	+	WP_102337448.1	WP_102337448.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		C1711_RS01350	1209	402	
gene	tRNA	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	312606	312682	+							C1711_RS01355	77		
tRNA		GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	312606	312682	+				tRNA-Pro			C1711_RS01355	77		anticodon=GGG
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	312795	313538	+							C1711_RS01360	744		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	312795	313538	+	WP_234346159.1	WP_234346159.1		CDP-alcohol phosphatidyltransferase family protein			C1711_RS01360	744	247	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	313624	314034	+							C1711_RS01365	411		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	313624	314034	+	WP_102337450.1	WP_102337450.1		FHA domain-containing protein			C1711_RS01365	411	136	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	314037	314897	+							C1711_RS01370	861		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	314037	314897	+	WP_102337451.1	WP_102337451.1		MerR family transcriptional regulator			C1711_RS01370	861	286	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	315058	315933	+							C1711_RS01375	876		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	315058	315933	+	WP_102337452.1	WP_102337452.1		DegV family protein			C1711_RS01375	876	291	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	316160	317107	-							C1711_RS01380	948		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	316160	317107	-	WP_102337453.1	WP_102337453.1		FAD-dependent oxidoreductase			C1711_RS01380	948	315	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	317217	318494	+							C1711_RS01385	1278		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	317217	318494	+	WP_102337454.1	WP_102337454.1		UDP-N-acetylglucosamine--LPS N-acetylglucosamine transferase			C1711_RS01385	1278	425	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	318655	319968	-							C1711_RS01390	1314		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	318655	319968	-	WP_102337455.1	WP_102337455.1		NCS2 family permease			C1711_RS01390	1314	437	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	319995	320438	-					dut		C1711_RS01395	444		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	319995	320438	-	WP_102337456.1	WP_102337456.1		dUTP diphosphatase	dut		C1711_RS01395	444	147	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	320441	320884	-					nrdR		C1711_RS01400	444		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	320441	320884	-	WP_102337457.1	WP_102337457.1		transcriptional regulator NrdR	nrdR		C1711_RS01400	444	147	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	320988	321437	-							C1711_RS01405	450		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	320988	321437	-	WP_102337458.1	WP_102337458.1		LysM peptidoglycan-binding domain-containing protein			C1711_RS01405	450	149	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	321595	322233	+					lexA		C1711_RS01410	639		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	321595	322233	+	WP_102337459.1	WP_102337459.1		transcriptional repressor LexA	lexA		C1711_RS01410	639	212	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	322270	322992	+							C1711_RS01415	723		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	322270	322992	+	WP_234346160.1	WP_234346160.1		DUF1624 domain-containing protein			C1711_RS01415	723	240	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	322997	324286	-					hflX		C1711_RS01420	1290		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	322997	324286	-	WP_102337461.1	WP_102337461.1		GTPase HflX	hflX		C1711_RS01420	1290	429	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	324273	325202	-					miaA		C1711_RS01425	930		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	324273	325202	-	WP_102337462.1	WP_102337462.1		tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA		C1711_RS01425	930	309	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	325199	326560	-					miaB		C1711_RS01430	1362		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	325199	326560	-	WP_102337463.1	WP_102337463.1		tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	miaB		C1711_RS01430	1362	453	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	326562	326882	-							C1711_RS01435	321		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	326562	326882	-	WP_102337464.1	WP_102337464.1		stage V sporulation protein S			C1711_RS01435	321	106	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	326961	328049	-							C1711_RS01440	1089		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	326961	328049	-	WP_102337465.1	WP_102337465.1		ATP-binding protein			C1711_RS01440	1089	362	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	328059	329612	-					rny		C1711_RS01445	1554		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	328059	329612	-	WP_102337466.1	WP_102337466.1		ribonuclease Y	rny		C1711_RS01445	1554	517	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	329881	330567	-							C1711_RS01450	687		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	329881	330567	-	WP_102337467.1	WP_102337467.1		RecX family transcriptional regulator			C1711_RS01450	687	228	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	330598	331713	-					recA		C1711_RS01455	1116		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	330598	331713	-	WP_102337468.1	WP_102337468.1		recombinase RecA	recA		C1711_RS01455	1116	371	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	331928	332422	-							C1711_RS01460	495		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	331928	332422	-	WP_234346161.1	WP_234346161.1		CinA family protein			C1711_RS01460	495	164	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	332516	333169	-					pgsA		C1711_RS01465	654		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	332516	333169	-	WP_102337469.1	WP_102337469.1		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		C1711_RS01465	654	217	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	333173	334510	-					rimO		C1711_RS01470	1338		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	333173	334510	-	WP_102337470.1	WP_102337470.1		30S ribosomal protein S12 methylthiotransferase RimO	rimO		C1711_RS01470	1338	445	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	334522	335019	-							C1711_RS01475	498		
CDS	with_protein	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	334522	335019	-	WP_102337471.1	WP_102337471.1		YajQ family cyclic di-GMP-binding protein			C1711_RS01475	498	165	
gene	protein_coding	GCF_900199705.1	Primary Assembly	unplaced scaffold		NZ_LT904908.1	335047	336489	-							C1711_RS01480	1443		
