## Mon Oct 10 06:31:03 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_e74keo15 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_e74keo15 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_e74keo15/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_055250177.1	1410628.JNKS01000010_gene3267	7.14e-14	69.7	COG1396@1|root,COG1396@2|Bacteria,1V61Y@1239|Firmicutes,24E94@186801|Clostridia,27M9X@186928|unclassified Lachnospiraceae	186801|Clostridia	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
WP_055250181.1	1203602.HMPREF1527_01121	1.59e-90	275.0	28KYP@1|root,2ZAE6@2|Bacteria,2IHZX@201174|Actinobacteria	201174|Actinobacteria	S	Domain of unknown function DUF1829	-	-	-	-	-	-	-	-	-	-	-	-	DUF1828,DUF1829
WP_055250258.1	742722.HMPREF9463_00948	1.02e-114	329.0	COG0244@1|root,COG0244@2|Bacteria,2GM0V@201174|Actinobacteria,4CVPQ@84998|Coriobacteriia	84998|Coriobacteriia	J	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	rplJ	-	-	ko:K02864	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L10
WP_055250391.1	742722.HMPREF9463_01545	5.99e-169	473.0	COG1136@1|root,COG1136@2|Bacteria,2GJQV@201174|Actinobacteria,4CYFZ@84998|Coriobacteriia	84998|Coriobacteriia	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_055250439.1	742722.HMPREF9463_01517	1.1e-227	626.0	COG1105@1|root,COG1105@2|Bacteria,2GK7E@201174|Actinobacteria,4CVBZ@84998|Coriobacteriia	84998|Coriobacteriia	H	Belongs to the carbohydrate kinase PfkB family	-	-	2.7.1.56	ko:K00882	ko00051,map00051	-	R02071	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
WP_055250441.1	742722.HMPREF9463_01516	0.0	1083.0	COG1080@1|root,COG1080@2|Bacteria,2GIZZ@201174|Actinobacteria,4CV00@84998|Coriobacteriia	84998|Coriobacteriia	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	ptsP	-	2.7.3.9	ko:K08483	ko02060,map02060	-	-	-	ko00000,ko00001,ko01000,ko02000	8.A.7	-	-	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C
WP_055250497.1	742722.HMPREF9463_00394	4.19e-160	447.0	COG4464@1|root,COG4464@2|Bacteria,2H0WF@201174|Actinobacteria,4CUPW@84998|Coriobacteriia	84998|Coriobacteriia	GM	protein tyrosine phosphatase activity	-	-	3.1.3.48	ko:K01104	-	-	-	-	ko00000,ko01000	-	-	-	-
WP_055250542.1	742722.HMPREF9463_00360	4.2e-129	369.0	COG2064@1|root,COG2064@2|Bacteria,2HUU9@201174|Actinobacteria,4CVNI@84998|Coriobacteriia	84998|Coriobacteriia	NU	Type II secretion system	-	-	-	ko:K12511	-	-	-	-	ko00000,ko02044	-	-	-	T2SSF
WP_055250876.1	742722.HMPREF9463_00736	1.11e-289	789.0	COG0343@1|root,COG0343@2|Bacteria,2GMWY@201174|Actinobacteria,4CU96@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)	tgt	-	2.4.2.29	ko:K00773	-	-	R03789,R10209	RC00063	ko00000,ko01000,ko03016	-	-	-	TGT
WP_055250894.1	742722.HMPREF9463_00759	9.94e-90	263.0	COG2246@1|root,COG2246@2|Bacteria,2HTIX@201174|Actinobacteria,4CW1R@84998|Coriobacteriia	84998|Coriobacteriia	S	GtrA-like protein	-	-	-	-	-	-	-	-	-	-	-	-	GtrA
WP_055250934.1	742722.HMPREF9463_00784	2.69e-133	379.0	COG0632@1|root,COG0632@2|Bacteria,2GN17@201174|Actinobacteria,4CVUX@84998|Coriobacteriia	84998|Coriobacteriia	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB	ruvA	-	3.6.4.12	ko:K03550	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HHH_5,RuvA_C,RuvA_N
WP_055250947.1	742722.HMPREF9463_00793	9.63e-70	211.0	COG1950@1|root,COG1950@2|Bacteria,2HV6Z@201174|Actinobacteria,4CWF2@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM Membrane protein of	-	-	-	ko:K08972	-	-	-	-	ko00000	-	-	-	Phage_holin_4_2
WP_055250987.1	742722.HMPREF9463_00463	4.98e-68	206.0	COG0721@1|root,COG0721@2|Bacteria,2HV27@201174|Actinobacteria,4CW6N@84998|Coriobacteriia	84998|Coriobacteriia	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatC	-	6.3.5.6,6.3.5.7	ko:K02435	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Glu-tRNAGln
WP_055250999.1	742722.HMPREF9463_00466	5.74e-48	153.0	2EI3R@1|root,33BV6@2|Bacteria,2HVFS@201174|Actinobacteria,4CWST@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF1490
WP_055251013.1	742722.HMPREF9463_00476	3.16e-177	493.0	COG0363@1|root,COG0363@2|Bacteria,2GK7F@201174|Actinobacteria,4CV2K@84998|Coriobacteriia	84998|Coriobacteriia	G	Catalyzes the reversible isomerization-deamination of glucosamine 6-phosphate (GlcN6P) to form fructose 6-phosphate (Fru6P) and ammonium ion	nagB	-	3.5.99.6	ko:K02564	ko00520,ko01100,map00520,map01100	-	R00765	RC00163	ko00000,ko00001,ko01000	-	-	-	Glucosamine_iso
WP_055251192.1	742722.HMPREF9463_01117	7.36e-173	483.0	COG1349@1|root,COG1349@2|Bacteria,2GKWM@201174|Actinobacteria,4CXGD@84998|Coriobacteriia	84998|Coriobacteriia	K	DeoR C terminal sensor domain	-	-	-	-	-	-	-	-	-	-	-	-	DeoRC,HTH_DeoR
WP_055251210.1	742722.HMPREF9463_01127	3.54e-256	702.0	COG3716@1|root,COG3716@2|Bacteria,2IDHX@201174|Actinobacteria,4CV2V@84998|Coriobacteriia	84998|Coriobacteriia	G	PTS system mannose fructose sorbose family IID component	-	-	-	ko:K02747	ko00052,ko02060,map00052,map02060	M00277	R08366	RC00017	ko00000,ko00001,ko00002,ko02000	4.A.6.1.4	-	-	EIID-AGA
WP_055251253.1	742722.HMPREF9463_01156	5.32e-213	589.0	COG1227@1|root,COG1227@2|Bacteria,2H4Y4@201174|Actinobacteria,4CUJA@84998|Coriobacteriia	84998|Coriobacteriia	C	DHHA2 domain	-	-	3.6.1.1	ko:K15986	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	CBS,DHH,DHHA2
WP_055251466.1	1347087.CBYO010000022_gene3268	1.03e-17	78.2	COG3860@1|root,COG3860@2|Bacteria,1TPHH@1239|Firmicutes,4HCHE@91061|Bacilli	91061|Bacilli	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	DUF2087,GerE
WP_055251520.1	742722.HMPREF9463_00088	6.49e-152	428.0	COG0340@1|root,COG0340@2|Bacteria,2HW83@201174|Actinobacteria,4CY3P@84998|Coriobacteriia	84998|Coriobacteriia	H	biotin-[acetyl-CoA-carboxylase] ligase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_055251579.1	742722.HMPREF9463_01421	1.71e-78	235.0	COG1933@1|root,COG1933@2|Bacteria,2GU4W@201174|Actinobacteria,4CVSK@84998|Coriobacteriia	84998|Coriobacteriia	L	Double zinc ribbon	-	-	-	-	-	-	-	-	-	-	-	-	DZR,PLDc_N,zinc_ribbon_2
WP_055251626.1	742722.HMPREF9463_01364	2.01e-96	282.0	COG1433@1|root,COG1433@2|Bacteria,2HV3X@201174|Actinobacteria,4CW98@84998|Coriobacteriia	84998|Coriobacteriia	S	Putative redox-active protein (C_GCAxxG_C_C)	-	-	-	-	-	-	-	-	-	-	-	-	C_GCAxxG_C_C
WP_055251674.1	742722.HMPREF9463_01327	6.9e-259	711.0	COG0206@1|root,COG0206@2|Bacteria,2GJWC@201174|Actinobacteria,4CUMW@84998|Coriobacteriia	84998|Coriobacteriia	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity	ftsZ	-	-	ko:K03531	ko04112,map04112	-	-	-	ko00000,ko00001,ko02048,ko03036,ko04812	-	-	-	FtsZ_C,Tubulin
WP_055251691.1	742722.HMPREF9463_01335	5.67e-136	389.0	COG1799@1|root,COG1799@2|Bacteria,2HTMM@201174|Actinobacteria,4CW4B@84998|Coriobacteriia	84998|Coriobacteriia	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA	sepF	-	-	ko:K09772	-	-	-	-	ko00000,ko03036	-	-	-	SepF
WP_055251725.1	742722.HMPREF9463_01358	1.86e-89	262.0	COG0105@1|root,COG0105@2|Bacteria,2IS6X@201174|Actinobacteria,4CYH4@84998|Coriobacteriia	84998|Coriobacteriia	F	NDK	-	-	-	-	-	-	-	-	-	-	-	-	NDK
WP_055251737.1	742722.HMPREF9463_01815	4.08e-66	200.0	2F9JC@1|root,341VN@2|Bacteria,2HV0D@201174|Actinobacteria,4CW3J@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_055251764.1	1125712.HMPREF1316_2182	1.42e-273	752.0	COG4573@1|root,COG4573@2|Bacteria,2IDYG@201174|Actinobacteria	201174|Actinobacteria	G	Tagatose 6 phosphate kinase	-	-	-	-	-	-	-	-	-	-	-	-	Tagatose_6_P_K
WP_055251823.1	742722.HMPREF9463_01962	6.45e-215	595.0	COG0601@1|root,COG0601@2|Bacteria,2GK0Z@201174|Actinobacteria,4CUFY@84998|Coriobacteriia	84998|Coriobacteriia	P	PFAM binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
WP_055251966.1	742722.HMPREF9463_01048	5.61e-227	626.0	COG0834@1|root,COG0834@2|Bacteria,2GJH8@201174|Actinobacteria,4CVCR@84998|Coriobacteriia	84998|Coriobacteriia	ET	Tat pathway signal sequence domain protein	-	-	-	ko:K10005	ko02010,map02010	M00233	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3.9	-	-	SBP_bac_3
WP_055252016.1	742722.HMPREF9463_00704	4.85e-195	541.0	COG0639@1|root,COG0639@2|Bacteria,2HUER@201174|Actinobacteria,4CUBM@84998|Coriobacteriia	84998|Coriobacteriia	T	Calcineurin-like phosphoesterase	-	-	3.1.3.16	ko:K07313	-	-	-	-	ko00000,ko01000	-	-	-	Metallophos
WP_055252061.1	742722.HMPREF9463_00716	1.91e-234	644.0	COG0847@1|root,COG0847@2|Bacteria,2IC59@201174|Actinobacteria,4CV06@84998|Coriobacteriia	84998|Coriobacteriia	L	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_055252065.1	742722.HMPREF9463_00720	3.11e-75	225.0	COG0640@1|root,COG0640@2|Bacteria,2GUDD@201174|Actinobacteria,4CW8F@84998|Coriobacteriia	84998|Coriobacteriia	K	PFAM Bacterial regulatory protein, arsR family	-	-	-	ko:K21903	-	-	-	-	ko00000,ko03000	-	-	-	HTH_5
WP_055252067.1	742722.HMPREF9463_00721	7.8e-42	137.0	COG2608@1|root,COG2608@2|Bacteria	2|Bacteria	P	mercury ion transmembrane transporter activity	zntA	-	3.6.3.3,3.6.3.5	ko:K01534	-	-	-	-	ko00000,ko01000	3.A.3.6	-	-	E1-E2_ATPase,HMA,Hydrolase
WP_055252068.1	742722.HMPREF9463_00722	0.0	1175.0	COG2217@1|root,COG2217@2|Bacteria,2GIRF@201174|Actinobacteria,4CUB8@84998|Coriobacteriia	84998|Coriobacteriia	P	ATPase, P-type (transporting), HAD superfamily, subfamily IC	cadA	-	3.6.3.3,3.6.3.5	ko:K01534	-	-	-	-	ko00000,ko01000	3.A.3.6	-	-	E1-E2_ATPase,Hydrolase
WP_055252160.1	742722.HMPREF9463_00116	0.0	1343.0	COG1835@1|root,COG2755@1|root,COG1835@2|Bacteria,COG2755@2|Bacteria,2GKI5@201174|Actinobacteria,4CUGP@84998|Coriobacteriia	84998|Coriobacteriia	EI	Acyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_3
WP_055252173.1	742722.HMPREF9463_01248	3.82e-311	848.0	COG1653@1|root,COG1653@2|Bacteria,2GWCY@201174|Actinobacteria,4CU9E@84998|Coriobacteriia	84998|Coriobacteriia	G	solute-binding protein	-	-	-	ko:K10117	ko02010,map02010	M00196	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.28	-	-	SBP_bac_8
WP_055252174.1	742722.HMPREF9463_01247	5.06e-179	501.0	COG1175@1|root,COG1175@2|Bacteria,2GKJI@201174|Actinobacteria,4CV5Q@84998|Coriobacteriia	84998|Coriobacteriia	G	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K10118	ko02010,map02010	M00196	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.28	-	-	BPD_transp_1
WP_055252194.1	742722.HMPREF9463_00578	3.48e-75	224.0	COG1393@1|root,COG1393@2|Bacteria,2HTMN@201174|Actinobacteria,4CW4D@84998|Coriobacteriia	84998|Coriobacteriia	P	Belongs to the ArsC family	-	-	-	-	-	-	-	-	-	-	-	-	ArsC
WP_055252221.1	742722.HMPREF9463_00548	3.27e-91	267.0	2B25A@1|root,31UNI@2|Bacteria,2HW0R@201174|Actinobacteria,4CXUK@84998|Coriobacteriia	84998|Coriobacteriia	S	Ion channel	-	-	-	-	-	-	-	-	-	-	-	-	Ion_trans_2
WP_055252227.1	742722.HMPREF9463_00893	1.92e-305	831.0	COG1171@1|root,COG1171@2|Bacteria,2I8ZW@201174|Actinobacteria	201174|Actinobacteria	E	Pyridoxal-phosphate dependent enzyme	dpaL	-	4.3.1.15	ko:K01751	-	-	-	-	ko00000,ko01000	-	-	-	PALP
WP_055252229.1	742722.HMPREF9463_00891	2.99e-291	795.0	COG0078@1|root,COG0078@2|Bacteria,2H3QH@201174|Actinobacteria	201174|Actinobacteria	E	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	-	-	-	-	-	-	-	-	-	-	-	-	OTCace,OTCace_N
WP_055252236.1	742722.HMPREF9463_00880	1.56e-114	329.0	COG0098@1|root,COG0098@2|Bacteria,2GJW8@201174|Actinobacteria,4CVT3@84998|Coriobacteriia	84998|Coriobacteriia	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body	rpsE	-	-	ko:K02988	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S5,Ribosomal_S5_C
WP_055252290.1	742722.HMPREF9463_01786	9.14e-239	656.0	2C4R5@1|root,2Z7JK@2|Bacteria,2HUGW@201174|Actinobacteria,4CUJS@84998|Coriobacteriia	84998|Coriobacteriia	S	GGGtGRT protein	-	-	-	-	-	-	-	-	-	-	-	-	GGGtGRT
WP_055252429.1	742722.HMPREF9463_01864	1.67e-177	495.0	COG1126@1|root,COG1126@2|Bacteria,2GIZW@201174|Actinobacteria,4CUG5@84998|Coriobacteriia	84998|Coriobacteriia	E	ATPases associated with a variety of cellular activities	-	-	-	ko:K17076	ko02010,map02010	M00589	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.3.20	-	-	ABC_tran
WP_055252439.1	742722.HMPREF9463_01081	4.28e-53	166.0	COG1882@1|root,COG1882@2|Bacteria,2ITDB@201174|Actinobacteria,4CWEC@84998|Coriobacteriia	84998|Coriobacteriia	C	Glycine radical domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Gly_radical
WP_055252447.1	742722.HMPREF9463_01071	1.12e-136	387.0	COG0218@1|root,COG0218@2|Bacteria,2HUS4@201174|Actinobacteria,4CVHX@84998|Coriobacteriia	84998|Coriobacteriia	D	Necessary for normal cell division and for the maintenance of normal septation	engB	-	-	ko:K03978	-	-	-	-	ko00000,ko03036	-	-	-	MMR_HSR1
WP_055252487.1	742722.HMPREF9463_01866	1.12e-245	676.0	COG0216@1|root,COG0216@2|Bacteria,2GJWG@201174|Actinobacteria,4CUGQ@84998|Coriobacteriia	84998|Coriobacteriia	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	-	-	ko:K02835	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
WP_055252564.1	742722.HMPREF9463_01313	0.0	1102.0	COG0504@1|root,COG0504@2|Bacteria,2GJ13@201174|Actinobacteria,4CUVC@84998|Coriobacteriia	84998|Coriobacteriia	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	pyrG	-	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_synth_N,GATase
WP_055252569.1	742722.HMPREF9463_00112	7.95e-171	478.0	COG3881@1|root,COG3881@2|Bacteria,2I6A5@201174|Actinobacteria,4CURS@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM PRC-barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	PRC
WP_055252669.1	742722.HMPREF9463_00723	2.78e-75	226.0	COG1321@1|root,COG1321@2|Bacteria,2HW8C@201174|Actinobacteria,4CY3Y@84998|Coriobacteriia	84998|Coriobacteriia	K	Helix-turn-helix diphteria tox regulatory element	-	-	-	ko:K11924	-	-	-	-	ko00000,ko03000	-	-	-	Fe_dep_repr_C,Fe_dep_repress
WP_055285183.1	742722.HMPREF9463_00905	0.0	875.0	COG2233@1|root,COG2233@2|Bacteria,2GMH6@201174|Actinobacteria,4CV0W@84998|Coriobacteriia	84998|Coriobacteriia	F	Permease family	-	-	-	ko:K03458	-	-	-	-	ko00000	2.A.40	-	-	Xan_ur_permease
WP_055285343.1	742722.HMPREF9463_00109	3.71e-314	857.0	COG1253@1|root,COG1253@2|Bacteria,2GKN5@201174|Actinobacteria,4CUYP@84998|Coriobacteriia	84998|Coriobacteriia	S	Transporter associated domain	-	-	-	ko:K03699	-	-	-	-	ko00000,ko02042	-	-	-	CBS,CorC_HlyC,DUF21
WP_055285379.1	742722.HMPREF9463_00065	3.25e-137	389.0	COG0765@1|root,COG0765@2|Bacteria,2GNUR@201174|Actinobacteria,4CVE1@84998|Coriobacteriia	84998|Coriobacteriia	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K10040	ko02010,map02010	M00228	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
WP_055285525.1	742722.HMPREF9463_01150	2.37e-178	498.0	COG0805@1|root,COG0805@2|Bacteria,2GJK8@201174|Actinobacteria,4CV6F@84998|Coriobacteriia	84998|Coriobacteriia	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides	tatC	-	-	ko:K03118	ko03060,ko03070,map03060,map03070	M00336	-	-	ko00000,ko00001,ko00002,ko02044	2.A.64	-	-	TatC
WP_055286388.1	742722.HMPREF9463_01460	9.2e-258	714.0	COG0568@1|root,COG0568@2|Bacteria,2GK3Z@201174|Actinobacteria,4CV1T@84998|Coriobacteriia	84998|Coriobacteriia	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth	sigA	-	-	ko:K03086	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r1_1,Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4
WP_055287259.1	742722.HMPREF9463_01300	3.53e-123	351.0	COG0693@1|root,COG0693@2|Bacteria,2HH11@201174|Actinobacteria,4CWA1@84998|Coriobacteriia	84998|Coriobacteriia	S	DJ-1/PfpI family	-	-	3.5.1.124	ko:K03152	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	DJ-1_PfpI
WP_055309418.1	742722.HMPREF9463_00977	7.4e-154	432.0	COG3688@1|root,COG3688@2|Bacteria,2HUV5@201174|Actinobacteria,4CVRA@84998|Coriobacteriia	84998|Coriobacteriia	S	YacP-like NYN domain	-	-	-	ko:K06962	-	-	-	-	ko00000	-	-	-	NYN_YacP
WP_055309519.1	742722.HMPREF9463_01472	1.17e-42	140.0	COG0236@1|root,COG0236@2|Bacteria,2HVC9@201174|Actinobacteria,4CWNA@84998|Coriobacteriia	84998|Coriobacteriia	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	acpP	-	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
WP_055309641.1	742722.HMPREF9463_00372	5.25e-259	709.0	COG2730@1|root,COG2730@2|Bacteria,2I8WH@201174|Actinobacteria,4CVF0@84998|Coriobacteriia	84998|Coriobacteriia	G	Belongs to the glycosyl hydrolase 5 (cellulase A) family	-	-	3.2.1.58	ko:K01210	ko00500,map00500	-	R00308,R03115	RC00467	ko00000,ko00001,ko01000	-	-	-	Cellulase
WP_055310425.1	742722.HMPREF9463_01135	4.64e-96	280.0	2FAV2@1|root,34328@2|Bacteria,2HVA6@201174|Actinobacteria,4CWJA@84998|Coriobacteriia	84998|Coriobacteriia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_055310775.1	742722.HMPREF9463_00132	2.69e-117	336.0	COG2190@1|root,COG2190@2|Bacteria,2GK6B@201174|Actinobacteria,4CVZF@84998|Coriobacteriia	84998|Coriobacteriia	G	PTS system, glucose subfamily, IIA	-	-	-	-	-	-	-	-	-	-	-	-	PTS_EIIA_1
WP_070097113.1	742722.HMPREF9463_00614	1.49e-134	380.0	COG1592@1|root,COG1592@2|Bacteria,2HUEX@201174|Actinobacteria,4CUC5@84998|Coriobacteriia	84998|Coriobacteriia	C	Rubrerythrin	-	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
WP_070097149.1	742722.HMPREF9463_00117	1.38e-190	534.0	COG0524@1|root,COG0524@2|Bacteria,2I04R@201174|Actinobacteria,4CVSS@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway	rbsK	-	2.7.1.15	ko:K00852	ko00030,map00030	-	R01051,R02750	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
WP_082421874.1	742722.HMPREF9463_01822	1.17e-118	340.0	COG1704@1|root,COG1704@2|Bacteria,2GPS4@201174|Actinobacteria,4CV13@84998|Coriobacteriia	84998|Coriobacteriia	S	LemA family	-	-	-	ko:K03744	-	-	-	-	ko00000	-	-	-	LemA
WP_082421942.1	742722.HMPREF9463_00023	2.54e-50	159.0	COG0759@1|root,COG0759@2|Bacteria,2GQZG@201174|Actinobacteria,4CWGS@84998|Coriobacteriia	84998|Coriobacteriia	S	Could be involved in insertion of integral membrane proteins into the membrane	-	-	-	ko:K08998	-	-	-	-	ko00000	-	-	-	Haemolytic
WP_082435457.1	158787.BSCA_1576	3.44e-22	94.7	COG1396@1|root,COG1396@2|Bacteria,2IF66@201174|Actinobacteria,4CZYD@85004|Bifidobacteriales	201174|Actinobacteria	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,HTH_31
WP_082435553.1	742722.HMPREF9463_01022	9.25e-226	624.0	COG1284@1|root,COG1284@2|Bacteria,2HUN0@201174|Actinobacteria,4CV5H@84998|Coriobacteriia	84998|Coriobacteriia	S	Uncharacterized protein conserved in bacteria (DUF2179)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2179,YitT_membrane
WP_082435590.1	1034345.CAEM01000014_gene238	3.55e-232	639.0	COG0519@1|root,COG0519@2|Bacteria,2H2BG@201174|Actinobacteria,4CUWK@84998|Coriobacteriia	84998|Coriobacteriia	F	GMP synthase C terminal domain	-	-	6.3.5.2	ko:K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	R01230,R01231,R08244	RC00010,RC00204	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GMP_synt_C,NAD_synthase
WP_089571579.1	742722.HMPREF9463_01320	9.15e-221	611.0	COG0472@1|root,COG0472@2|Bacteria,2GNEH@201174|Actinobacteria,4CUYB@84998|Coriobacteriia	84998|Coriobacteriia	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	mraY	-	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	-	Glycos_transf_4,MraY_sig1
