# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	590514	590741	+	WP_233506705.1	WP_233506705.1		hypothetical protein			CV096_RS10355	228	75	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	590841	591602	-							CV096_RS02540	762		old_locus_tag=CV096_02550
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	590841	591602	-	WP_117862215.1	WP_117862215.1		DeoR/GlpR family DNA-binding transcription regulator			CV096_RS02540	762	253	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	591618	592382	-							CV096_RS02545	765		old_locus_tag=CV096_02555
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	591618	592382	-	WP_233543592.1	WP_233543592.1		DeoR/GlpR family DNA-binding transcription regulator			CV096_RS02545	765	254	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	592638	593093	+							CV096_RS02550	456		old_locus_tag=CV096_02560
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	592638	593093	+	WP_233543591.1	WP_233543591.1		hypothetical protein			CV096_RS02550	456	151	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	593211	593687	+							CV096_RS02555	477		old_locus_tag=CV096_02565
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	593211	593687	+	WP_117647588.1	WP_117647588.1		PTS sugar transporter subunit IIB			CV096_RS02555	477	158	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	593768	594577	+							CV096_RS02560	810		old_locus_tag=CV096_02570
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	593768	594577	+	WP_117647586.1	WP_117647586.1		PTS sugar transporter subunit IIC			CV096_RS02560	810	269	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	594577	595407	+							CV096_RS02565	831		old_locus_tag=CV096_02575
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	594577	595407	+	WP_117862213.1	WP_117862213.1		PTS system mannose/fructose/sorbose family transporter subunit IID			CV096_RS02565	831	276	
gene	pseudogene	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	595598	595756	+							CV096_RS10360	159		partial;pseudo
CDS	without_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	595598	595756	+				sulfatase-like hydrolase/transferase			CV096_RS10360	159		partial;pseudo
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	595806	597074	+							CV096_RS02570	1269		old_locus_tag=CV096_02580
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	595806	597074	+	WP_241154635.1	WP_241154635.1		sulfatase-like hydrolase/transferase			CV096_RS02570	1269	422	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	597178	598278	+							CV096_RS02575	1101		old_locus_tag=CV096_02585
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	597178	598278	+	WP_124785998.1	WP_124785998.1		radical SAM protein			CV096_RS02575	1101	366	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	598380	599864	+							CV096_RS02580	1485		old_locus_tag=CV096_02590
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	598380	599864	+	WP_117862211.1	WP_117862211.1		arylsulfatase			CV096_RS02580	1485	494	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	599880	600491	+							CV096_RS02585	612		old_locus_tag=CV096_02595
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	599880	600491	+	WP_117647577.1	WP_117647577.1		hypothetical protein			CV096_RS02585	612	203	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	600993	601790	+							CV096_RS02595	798		old_locus_tag=CV096_02600
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	600993	601790	+	WP_117647575.1	WP_117647575.1		sulfite exporter TauE/SafE family protein			CV096_RS02595	798	265	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	602390	603010	+					rplC		CV096_RS02600	621		old_locus_tag=CV096_02605
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	602390	603010	+	WP_089572481.1	WP_089572481.1		50S ribosomal protein L3	rplC		CV096_RS02600	621	206	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	603057	603683	+					rplD		CV096_RS02605	627		old_locus_tag=CV096_02610
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	603057	603683	+	WP_006235032.1	WP_006235032.1		50S ribosomal protein L4	rplD		CV096_RS02605	627	208	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	603684	603971	+					rplW		CV096_RS02610	288		old_locus_tag=CV096_02615
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	603684	603971	+	WP_006235033.1	WP_006235033.1		50S ribosomal protein L23	rplW		CV096_RS02610	288	95	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	604151	604981	+					rplB		CV096_RS02615	831		old_locus_tag=CV096_02620
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	604151	604981	+	WP_118079381.1	WP_118079381.1		50S ribosomal protein L2	rplB		CV096_RS02615	831	276	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	605014	605274	+					rpsS		CV096_RS02620	261		old_locus_tag=CV096_02625
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	605014	605274	+	WP_006235035.1	WP_006235035.1		30S ribosomal protein S19	rpsS		CV096_RS02620	261	86	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	605289	605660	+					rplV		CV096_RS02625	372		old_locus_tag=CV096_02630
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	605289	605660	+	WP_006235036.1	WP_006235036.1		50S ribosomal protein L22	rplV		CV096_RS02625	372	123	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	605667	606377	+					rpsC		CV096_RS02630	711		old_locus_tag=CV096_02635
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	605667	606377	+	WP_006235037.1	WP_006235037.1		30S ribosomal protein S3	rpsC		CV096_RS02630	711	236	
gene	pseudogene	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	606377	606772	+					rplP		CV096_RS02635	396		partial;pseudo;old_locus_tag=CV096_02640
CDS	without_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	606377	606772	+				50S ribosomal protein L16	rplP		CV096_RS02635	396		partial;pseudo
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	606880	607095	+					rpmC		CV096_RS02640	216		old_locus_tag=CV096_02645
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	606880	607095	+	WP_006235039.1	WP_006235039.1		50S ribosomal protein L29	rpmC		CV096_RS02640	216	71	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	607112	607372	+					rpsQ		CV096_RS02645	261		old_locus_tag=CV096_02650
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	607112	607372	+	WP_006235040.1	WP_006235040.1		30S ribosomal protein S17	rpsQ		CV096_RS02645	261	86	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	607491	607859	+					rplN		CV096_RS02650	369		old_locus_tag=CV096_02655
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	607491	607859	+	WP_006235041.1	WP_006235041.1		50S ribosomal protein L14	rplN		CV096_RS02650	369	122	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	607873	608178	+					rplX		CV096_RS02655	306		old_locus_tag=CV096_02660
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	607873	608178	+	WP_006235043.1	WP_006235043.1		50S ribosomal protein L24	rplX		CV096_RS02655	306	101	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	608946	609047	-							CV096_RS10365	102		
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	608946	609047	-	WP_231501554.1	WP_231501554.1		IS3 family transposase			CV096_RS10365	102	33	
gene	pseudogene	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	609340	609447	-							CV096_RS10370	108		partial;pseudo
CDS	without_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	609340	609447	-				hypothetical protein			CV096_RS10370	108		partial;pseudo
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	609404	609772	+							CV096_RS02665	369		old_locus_tag=CV096_02670
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	609404	609772	+	WP_241154656.1	WP_241154656.1		hypothetical protein			CV096_RS02665	369	122	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	609914	612655	+							CV096_RS02670	2742		old_locus_tag=CV096_02675
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	609914	612655	+	WP_124786000.1	WP_124786000.1		PRD domain-containing protein			CV096_RS02670	2742	913	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	612779	613252	+							CV096_RS02675	474		old_locus_tag=CV096_02680
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	612779	613252	+	WP_089572478.1	WP_089572478.1		PTS sugar transporter subunit IIB			CV096_RS02675	474	157	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	613262	614047	+							CV096_RS02680	786		old_locus_tag=CV096_02685
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	613262	614047	+	WP_089572477.1	WP_089572477.1		PTS sugar transporter subunit IIC			CV096_RS02680	786	261	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	614050	614883	+							CV096_RS02685	834		old_locus_tag=CV096_02690
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	614050	614883	+	WP_124786001.1	WP_124786001.1		PTS system mannose/fructose/sorbose family transporter subunit IID			CV096_RS02685	834	277	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	614910	615308	+							CV096_RS02690	399		old_locus_tag=CV096_02695
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	614910	615308	+	WP_089572475.1	WP_089572475.1		PTS fructose transporter subunit IIA			CV096_RS02690	399	132	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	615321	616445	+							CV096_RS02695	1125		old_locus_tag=CV096_02700
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	615321	616445	+	WP_172676343.1	WP_172676343.1		DUF2961 domain-containing protein			CV096_RS02695	1125	374	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	616525	617409	+							CV096_RS02700	885		old_locus_tag=CV096_02705
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	616525	617409	+	WP_197032763.1	WP_197032763.1		ROK family protein			CV096_RS02700	885	294	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	617526	617768	-							CV096_RS02705	243		old_locus_tag=CV096_02710
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	617526	617768	-	WP_124786002.1	WP_124786002.1		hypothetical protein			CV096_RS02705	243	80	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	618393	619472	+							CV096_RS02710	1080		old_locus_tag=CV096_02715
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	618393	619472	+	WP_124786003.1	WP_124786003.1		Gfo/Idh/MocA family oxidoreductase			CV096_RS02710	1080	359	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	619476	620222	+							CV096_RS02715	747		old_locus_tag=CV096_02720
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	619476	620222	+	WP_117564161.1	WP_117564161.1		DeoR/GlpR family DNA-binding transcription regulator			CV096_RS02715	747	248	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	620600	621259	-							CV096_RS02720	660		old_locus_tag=CV096_02725
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	620600	621259	-	WP_241154636.1	WP_241154636.1		RluA family pseudouridine synthase			CV096_RS02720	660	219	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	621275	623770	-							CV096_RS02725	2496		old_locus_tag=CV096_02730
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	621275	623770	-	WP_124786004.1	WP_124786004.1		U32 family peptidase			CV096_RS02725	2496	831	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	624069	624446	+							CV096_RS02730	378		old_locus_tag=CV096_02735
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	624069	624446	+	WP_035137477.1	WP_035137477.1		RidA family protein			CV096_RS02730	378	125	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	624569	625225	-							CV096_RS02735	657		old_locus_tag=CV096_02740
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	624569	625225	-	WP_232049564.1	WP_232049564.1		PAS domain-containing protein			CV096_RS02735	657	218	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	625578	626972	+							CV096_RS02740	1395		old_locus_tag=CV096_02745
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	625578	626972	+	WP_055285183.1	WP_055285183.1		purine/pyrimidine permease			CV096_RS02740	1395	464	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	627168	628523	+					ssnA		CV096_RS02745	1356		old_locus_tag=CV096_02750
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	627168	628523	+	WP_124786005.1	WP_124786005.1		putative aminohydrolase SsnA	ssnA		CV096_RS02745	1356	451	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	628672	631671	+					ygfK		CV096_RS02750	3000		old_locus_tag=CV096_02755
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	628672	631671	+	WP_124786006.1	WP_124786006.1		putative selenate reductase subunit YgfK	ygfK		CV096_RS02750	3000	999	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	631683	632162	+							CV096_RS02755	480		old_locus_tag=CV096_02760
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	631683	632162	+	WP_117797434.1	WP_117797434.1		4Fe-4S binding protein			CV096_RS02755	480	159	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	632175	634952	+					xdh		CV096_RS02760	2778		old_locus_tag=CV096_02765
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	632175	634952	+	WP_124786007.1	WP_124786007.1		selenium-dependent xanthine dehydrogenase	xdh		CV096_RS02760	2778	925	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	635551	636549	-							CV096_RS02765	999		
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	635551	636549	-	WP_124786008.1	WP_124786008.1		hypothetical protein			CV096_RS02765	999	332	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	637650	638471	+							CV096_RS02770	822		old_locus_tag=CV096_02780
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	637650	638471	+	WP_158571718.1	WP_158571718.1		exonuclease domain-containing protein			CV096_RS02770	822	273	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	638493	638915	-							CV096_RS02775	423		old_locus_tag=CV096_02785
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	638493	638915	-	WP_118387105.1	WP_118387105.1		hypothetical protein			CV096_RS02775	423	140	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	639282	640268	-							CV096_RS02780	987		old_locus_tag=CV096_02790
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	639282	640268	-	WP_124786009.1	WP_124786009.1		hypothetical protein			CV096_RS02780	987	328	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	640392	641045	-							CV096_RS02785	654		old_locus_tag=CV096_02795
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	640392	641045	-	WP_124786010.1	WP_124786010.1		helix-turn-helix transcriptional regulator			CV096_RS02785	654	217	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	641323	642537	+					dpaL		CV096_RS02790	1215		old_locus_tag=CV096_02800
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	641323	642537	+	WP_055252227.1	WP_055252227.1		diaminopropionate ammonia-lyase	dpaL		CV096_RS02790	1215	404	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	642775	644160	+							CV096_RS02795	1386		old_locus_tag=CV096_02805
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	642775	644160	+	WP_099432046.1	WP_099432046.1		YgeY family selenium metabolism-linked hydrolase			CV096_RS02795	1386	461	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	644362	645564	+					ygeW		CV096_RS02800	1203		old_locus_tag=CV096_02810
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	644362	645564	+	WP_055252229.1	WP_055252229.1		knotted carbamoyltransferase YgeW	ygeW		CV096_RS02800	1203	400	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	645715	646329	+							CV096_RS02805	615		old_locus_tag=CV096_02815
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	645715	646329	+	WP_161194465.1	WP_161194465.1		nucleotidyltransferase family protein			CV096_RS02805	615	204	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	646339	647706	+					hydA		CV096_RS02810	1368		old_locus_tag=CV096_02820
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	646339	647706	+	WP_117773385.1	WP_117773385.1		dihydropyrimidinase	hydA		CV096_RS02810	1368	455	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	647752	648489	-					yqeC		CV096_RS02815	738		old_locus_tag=CV096_02825
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	647752	648489	-	WP_117773383.1	WP_117773383.1		putative selenium-dependent hydroxylase accessory protein YqeC	yqeC		CV096_RS02815	738	245	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	648592	649386	+							CV096_RS02820	795		old_locus_tag=CV096_02830
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	648592	649386	+	WP_117773381.1	WP_117773381.1		EF2563 family selenium-dependent molybdenum hydroxylase system protein			CV096_RS02820	795	264	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	649396	650439	+							CV096_RS02825	1044		old_locus_tag=CV096_02835
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	649396	650439	+	WP_117773379.1	WP_117773379.1		XdhC/CoxI family protein			CV096_RS02825	1044	347	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	650641	651954	+							CV096_RS02830	1314		old_locus_tag=CV096_02840
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	650641	651954	+	WP_164473281.1	WP_164473281.1		purine permease			CV096_RS02830	1314	437	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	652294	652833	+					rplE		CV096_RS02835	540		old_locus_tag=CV096_02845
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	652294	652833	+	WP_171021546.1	WP_171021546.1		50S ribosomal protein L5	rplE		CV096_RS02835	540	179	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	652913	653098	+							CV096_RS02840	186		old_locus_tag=CV096_02850
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	652913	653098	+	WP_022094280.1	WP_022094280.1		type Z 30S ribosomal protein S14			CV096_RS02840	186	61	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	653218	653616	+					rpsH		CV096_RS02845	399		old_locus_tag=CV096_02855
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	653218	653616	+	WP_006235262.1	WP_006235262.1		30S ribosomal protein S8	rpsH		CV096_RS02845	399	132	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	653650	654186	+					rplF		CV096_RS02850	537		old_locus_tag=CV096_02860
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	653650	654186	+	WP_006235263.1	WP_006235263.1		50S ribosomal protein L6	rplF		CV096_RS02850	537	178	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	654262	654630	+					rplR		CV096_RS02855	369		old_locus_tag=CV096_02865
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	654262	654630	+	WP_006235264.1	WP_006235264.1		50S ribosomal protein L18	rplR		CV096_RS02855	369	122	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	654645	655169	+					rpsE		CV096_RS02860	525		old_locus_tag=CV096_02870
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	654645	655169	+	WP_055252236.1	WP_055252236.1		30S ribosomal protein S5	rpsE		CV096_RS02860	525	174	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	655172	655354	+					rpmD		CV096_RS02865	183		old_locus_tag=CV096_02875
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	655172	655354	+	WP_006235266.1	WP_006235266.1		50S ribosomal protein L30	rpmD		CV096_RS02865	183	60	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	655358	655807	+					rplO		CV096_RS02870	450		old_locus_tag=CV096_02880
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	655358	655807	+	WP_006235267.1	WP_006235267.1		50S ribosomal protein L15	rplO		CV096_RS02870	450	149	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	655801	657087	+					secY		CV096_RS02875	1287		old_locus_tag=CV096_02885
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	655801	657087	+	WP_089573561.1	WP_089573561.1		preprotein translocase subunit SecY	secY		CV096_RS02875	1287	428	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	657106	657732	+							CV096_RS02880	627		old_locus_tag=CV096_02890
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	657106	657732	+	WP_124786012.1	WP_124786012.1		adenylate kinase			CV096_RS02880	627	208	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	657729	658517	+					map		CV096_RS02885	789		old_locus_tag=CV096_02895
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	657729	658517	+	WP_006235270.1	WP_006235270.1		type I methionyl aminopeptidase	map		CV096_RS02885	789	262	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	658622	658840	+					infA		CV096_RS02890	219		old_locus_tag=CV096_02900
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	658622	658840	+	WP_035137443.1	WP_035137443.1		translation initiation factor IF-1	infA		CV096_RS02890	219	72	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	658991	659104	+					rpmJ		CV096_RS02895	114		old_locus_tag=CV096_02905
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	658991	659104	+	WP_006363204.1	WP_006363204.1		50S ribosomal protein L36	rpmJ		CV096_RS02895	114	37	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	659119	659493	+					rpsM		CV096_RS02900	375		old_locus_tag=CV096_02910
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	659119	659493	+	WP_022094275.1	WP_022094275.1		30S ribosomal protein S13	rpsM		CV096_RS02900	375	124	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	659508	659912	+					rpsK		CV096_RS02905	405		old_locus_tag=CV096_02915
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	659508	659912	+	WP_006235274.1	WP_006235274.1		30S ribosomal protein S11	rpsK		CV096_RS02905	405	134	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	659932	660528	+					rpsD		CV096_RS02910	597		old_locus_tag=CV096_02920
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	659932	660528	+	WP_006235275.1	WP_006235275.1		30S ribosomal protein S4	rpsD		CV096_RS02910	597	198	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	660561	661502	+							CV096_RS02915	942		old_locus_tag=CV096_02925
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	660561	661502	+	WP_006235276.1	WP_006235276.1		DNA-directed RNA polymerase subunit alpha			CV096_RS02915	942	313	
gene	protein_coding	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	661533	662000	+					rplQ		CV096_RS02920	468		old_locus_tag=CV096_02930
CDS	with_protein	GCF_003856815.1	Primary Assembly	chromosome		NZ_CP024960.1	661533	662000	+	WP_006235277.1	WP_006235277.1		50S ribosomal protein L17	rplQ		CV096_RS02920	468	155	
